자료년도,국가구분,시도,시군구,시가화건조지역,농업지역,산림지역,초지,습지,나지,수역,합계
1990,북한,강원도,판교군,0.3105,129.6486,683.4303,4.995,0.8964,2.3526,3.4182,825.0516
1990,북한,강원도,평강군,4.2858,255.3831,468.8568,47.9115,0.6579,4.8132,8.5005,790.4088
1990,북한,강원도,회양군,2.808,143.4789,585.6903,4.6197,0.3006,4.1967,2.5092,743.6034
1990,북한,개성특급시,개성시,18.1701,32.409,71.9838,37.0314,0.0495,3.2625,0.5175,163.4238
1990,북한,개성특급시,개풍군,15.4197,112.4946,58.8627,14.22,3.0879,2.2581,6.2505,212.5935
1990,북한,개성특급시,장풍군,4.1409,119.2473,209.0286,138.8961,0.1638,4.9581,2.3625,478.7973
1990,북한,개성특급시,판문군,16.5663,160.2765,27.3132,118.5201,5.8293,5.4261,21.726,355.6575
1990,북한,나선특별시,나진시,8.1612,85.6206,511.4565,42.0633,0,3.7341,2.1528,653.1885
1990,북한,나선특별시,선봉군,3.1329,91.1412,353.1429,42.2496,1.4328,3.7314,40.8645,535.6953
1990,북한,남포특별시,남포시,69.3783,293.3829,153.8109,27.1908,13.6233,32.5944,97.2963,687.2769
1990,북한,남포특별시,용강군,4.3623,99.9441,53.5563,6.3441,0.2295,12.222,2.4768,179.1351
1990,북한,양강도,갑산군,1.638,95.5638,836.9973,156.303,0.0135,23.1138,0.9927,1114.6221
1990,북한,양강도,김정숙군,0.8604,60.1974,1060.4592,99.585,0.0117,14.3667,9.6111,1245.0915
1990,북한,양강도,김형권군,0.8793,120.0258,1119.2391,86.4324,4.8015,2.9457,10.3185,1344.6423
1990,북한,양강도,김형직군,1.8396,57.537,1325.2491,44.9973,0.1008,8.8416,6.7536,1445.319
1990,북한,양강도,대흥단군,0.675,134.9478,365.5629,129.2886,0.0009,15.9336,3.6738,650.0826
1990,북한,양강도,백암군,2.4462,105.903,1734.2712,187.1091,6.5538,10.1196,2.8602,2049.2631
1990,북한,양강도,보천군,2.6847,75.9825,710.1684,113.823,0.018,11.1825,0.6372,914.4963
1990,북한,양강도,삼수군,1.0341,71.9118,713.8854,107.0397,0.0243,18.7416,1.3581,913.995
1990,북한,양강도,삼지연군,2.8251,34.542,999.693,199.5111,0.1359,42.1254,4.3974,1283.2299
1990,북한,양강도,운흥군,1.9377,60.2595,647.6121,147.4047,0.2043,10.4931,0.1179,868.0293
1990,북한,양강도,풍서군,1.2015,146.0232,1456.1982,75.3912,3.033,7.8255,8.3781,1698.0507
1990,북한,양강도,혜산시,7.5924,52.2045,114.0858,74.2824,0.0027,20.718,1.4733,270.3591
1990,북한,자강도,강계시,9.0918,38.232,189.1728,8.4708,0.126,3.5397,3.3138,251.9469
1990,북한,자강도,고풍군,0.8379,47.2356,644.175,15.5826,0.0207,2.0529,4.8213,714.726
1990,북한,자강도,낭림군,0.7767,46.9449,1968.4917,37.7316,0.8766,2.6829,28.2267,2085.7311
1990,북한,자강도,동신군,0.2358,54.8793,1089.9387,23.6637,0.0027,6.6078,3.753,1179.081
1990,북한,자강도,만포시,10.1457,63.8559,507.0069,20.0151,0.5157,11.7495,16.0974,629.3862
1990,북한,자강도,성간군,1.8054,58.293,841.6512,13.8141,0.0063,1.7109,3.4974,920.7783
1990,북한,자강도,송원군,0.8721,59.4909,1108.7163,15.4827,0.027,3.1122,25.7373,1213.4385
1990,북한,자강도,시중군,3.0627,48.1824,518.6925,16.4484,0.2943,6.1929,23.3028,616.176
1990,북한,자강도,용림군,0.1143,31.7367,1138.1184,15.7545,0.0009,1.8324,2.0934,1189.6506
1990,북한,자강도,우시군,0.4626,55.4733,577.3473,24.0831,0.2475,1.7784,19.9071,679.2993
1990,북한,자강도,위원군,0.4869,67.4136,956.0628,20.2041,0.0009,0.8082,18.1872,1063.1637
1990,북한,자강도,자성군,3.0843,44.8119,711.0765,17.5338,0.5157,8.5068,28.8297,814.3587
1990,북한,자강도,장강군,3.7773,43.479,644.6043,12.1383,0.2367,11.4948,0.1206,715.851
1990,북한,자강도,중강군,4.2345,39.9978,575.082,2.9808,0.4167,7.8957,20.7621,651.3696
1990,북한,자강도,진천군,1.5363,70.5726,1010.4642,19.4337,0.0063,4.0005,5.4351,1111.4487
1990,북한,자강도,초산군,0.2943,67.6998,445.7088,19.9332,0,0.9441,15.7743,550.3545
1990,북한,자강도,화평군,2.8836,39.0663,1238.3181,12.8043,0.2763,10.2474,0.7542,1304.3502
1990,북한,자강도,회천시,6.5448,80.4672,875.1537,26.5446,0.0153,10.0233,6.6438,1005.3927
1990,북한,평안남도,개천군,36.4464,223.2954,414.7425,12.8484,0.3303,13.2462,16.3854,717.2946
1990,북한,평안남도,대동군,8.7228,198.3303,68.3271,16.0137,0.2556,10.9719,5.0238,307.6452
1990,북한,평안남도,대흥군,0.4293,51.8679,1141.1019,29.6775,0.0558,2.862,2.3742,1228.3686
1990,북한,평안남도,덕천시,19.2384,106.6878,469.1556,15.0354,0.0477,1.5948,38.682,650.4417
1990,북한,평안남도,맹산군,2.3652,97.0533,608.6844,15.3909,0.0198,1.0422,3.1824,727.7382
1990,북한,평안남도,문덕군,34.1316,195.2757,43.6833,18.7245,1.4211,14.1561,2.7099,310.1022
1990,북한,평안남도,북창군,23.9283,134.7381,439.9902,10.5228,0.0621,4.3029,7.7211,621.2655
1990,북한,평안남도,성천군,15.192,174.2472,522.9756,9.1854,0.4149,26.3025,8.4429,756.7605
1990,북한,평안남도,숙천군,26.1018,265.4082,80.7777,21.6531,25.0407,22.6998,5.3883,447.0696
1990,북한,평안남도,순천시,49.2867,305.9523,352.4616,13.7349,0.6039,36.3213,10.0287,768.3894
1990,북한,평안남도,신양군,3.1194,97.506,612.7236,10.1592,0.4509,6.7941,1.0782,731.8314
1990,북한,평안남도,안주시,15.5421,150.0282,243.1557,9.2898,0.3357,18.252,16.443,453.0465
1990,북한,평안남도,양덕군,3.0042,149.1003,629.8704,5.0481,0.2673,2.475,0.8037,790.569
1990,북한,평안남도,영원군,7.2297,47.3319,1129.0896,15.0696,0.0189,1.6128,12.1266,1212.4791
1990,북한,평안남도,온천군,20.1438,178.1667,55.521,21.3228,54.2502,15.8256,8.0019,353.232
1990,북한,평안남도,중산군,11.1924,194.5881,88.1982,15.2145,1.3995,16.515,7.4331,334.5408
1990,북한,평안남도,평성시,16.3845,141.6762,191.9439,5.5215,0.2754,18.153,7.1253,381.0798
1990,북한,평안남도,평원군,14.391,221.1408,118.8252,16.6257,1.4832,29.0592,12.8889,414.414
1990,북한,평안남도,회창군,2.5011,68.706,590.2335,4.7394,0.1161,6.6978,2.9826,675.9765
1990,북한,평안북도,곽산군,11.3517,147.6756,95.4513,57.8709,1.8369,5.6511,0.5778,320.4153
1990,북한,평안북도,구성시,13.7754,195.6267,352.4643,56.061,0.0234,13.9869,3.9285,635.8662
1990,북한,평안북도,구장군,15.0642,153.4518,490.545,29.0493,0.0144,9.2052,6.7446,704.0745
1990,북한,평안북도,대관군,5.0607,81.1494,683.4978,59.8464,0.0135,6.4233,1.6155,837.6066
1990,북한,평안북도,동림군,24.2226,116.7201,227.7126,58.1256,0.9387,2.6757,4.8141,435.2094
1990,북한,평안북도,동창군,1.9476,45.7767,590.4225,18.4941,0.0126,2.6901,3.1248,662.4684
1990,북한,평안북도,박천군,9.0054,163.62,78.705,19.791,2.1249,3.1032,14.4774,290.8269
1990,북한,평안북도,벽동군,1.0323,50.0085,497.979,52.992,0.9432,3.9159,21.168,628.0389
1990,북한,평안북도,삭주군,24.3468,105.9813,521.1882,99.5463,1.2861,3.1932,17.6472,773.1891
1990,북한,평안북도,신도군,4.9482,19.1448,19.6038,44.0037,8.8254,0.252,10.728,107.5059
1990,북한,평안북도,신의주시,23.1462,72.1845,8.9001,31.6845,5.4954,3.8223,9.7884,155.0214
1990,북한,평안북도,신천군,19.8324,151.911,200.8251,74.6901,1.5039,2.6739,0.2799,451.7163
1990,북한,평안북도,염주군,39.816,171.459,31.3839,34.4088,12.6387,2.043,4.4091,296.1585
1990,북한,평안북도,영변군,3.2544,197.442,246.1617,39.9429,0.0045,8.4861,9.3933,504.6849
1990,북한,평안북도,용천군,43.7202,146.5209,6.5772,25.803,4.2408,1.5579,9.6093,238.0293
1990,북한,평안북도,운산군,2.0295,200.6937,725.823,46.62,0.0072,14.6016,7.2153,996.9903
1990,북한,평안북도,운전군,14.2209,174.3318,150.966,39.7089,2.6046,2.4606,5.4099,389.7027
1990,북한,평안북도,의주군,14.7096,138.8205,164.0295,73.422,0.7137,10.8036,7.4313,409.9302
1990,북한,평안북도,정주시,19.476,197.8542,138.2499,88.5105,2.0178,2.1852,2.3364,450.63
1990,북한,평안북도,창성군,2.0313,34.182,494.5383,37.0278,0.6147,10.2672,30.0735,608.7348
1990,북한,평안북도,천마군,4.6377,76.9581,607.0446,64.125,0.8721,2.1627,11.8368,767.637
1990,북한,평안북도,철산군,19.1367,141.6645,79.7409,53.2359,2.7333,4.5639,1.3392,302.4144
1990,북한,평안북도,태천군,4.3407,191.0493,446.3244,31.9851,0.0117,8.0361,52.335,734.0823
1990,북한,평안북도,피현군,17.9352,157.9194,189.4419,67.6683,0.0846,4.644,4.0707,441.7641
1990,북한,평안북도,항산군,1.278,24.8508,226.9737,4.7988,0.0063,2.7342,3.2139,263.8557
1990,북한,평양직할시,강남군,6.732,96.6897,38.5542,14.7168,0.0756,1.1106,8.4258,166.3047
1990,북한,평양직할시,강동군,22.1544,133.8183,325.4148,7.2981,0.2376,13.3641,6.3783,508.6656
1990,북한,평양직할시,대동군,162.585,440.0127,363.6099,41.193,0.7587,39.3165,33.6474,1081.1232
1990,북한,함경남도,고원군,18.0486,206.2431,817.7859,9.7938,1.5831,8.0676,3.2058,1064.7279
1990,북한,함경남도,금야군,11.2356,369.8739,272.4165,2.4345,9.6048,24.5979,22.0293,712.1925
1990,북한,함경남도,낙원군,3.8304,55.7847,100.7775,12.4101,0,4.9032,1.3356,179.0415
1990,북한,함경남도,단천시,44.7786,261.9171,1506.3471,149.5566,0.0027,54.7722,4.8222,2022.1965
1990,북한,함경남도,덕성군,6.0912,132.4161,1305.3771,62.6607,0.009,9.3906,2.1528,1518.0975
1990,북한,함경남도,부전군,2.8089,141.2838,1487.4129,98.6715,0.5697,4.5117,20.7162,1755.9747
1990,북한,함경남도,북청군,22.0302,127.1772,383.571,50.8725,0.0018,30.1851,4.2741,618.1119
1990,북한,함경남도,신포시,18.7353,57.3039,83.4075,23.5035,0.3906,26.7282,2.9844,213.0534
1990,북한,함경남도,신흥군,12.7521,136.6956,986.7366,55.4724,0,1.5057,1.1007,1194.2631
1990,북한,함경남도,영광군,8.0298,162.5094,553.7151,37.8216,0.0045,6.8247,1.6011,770.5062
1990,북한,함경남도,요덕군,1.6479,134.5527,1217.6208,24.1596,0.5247,2.9088,2.7765,1384.191
1990,북한,함경남도,이원군,16.6338,112.7007,353.8062,34.4286,0,27.7767,1.5408,546.8868
1990,북한,함경남도,장진군,0.9567,134.2125,1590.4863,102.1842,4.6593,12.8826,40.419,1885.8006
1990,북한,함경남도,정평군,11.4255,285.0417,398.8188,26.9613,1.71,12.6576,13.95,750.5649
1990,북한,함경남도,함주군,14.2371,180.3987,497.6856,48.7719,1.116,4.2759,6.0246,752.5098
1990,북한,함경남도,함흥시,73.1673,148.4253,277.3305,40.9023,0.0018,7.4115,8.3295,555.5682
1990,북한,함경남도,허천군,14.904,131.9904,1515.3714,78.2208,0.0486,4.6611,1.8099,1747.0062
1990,북한,함경남도,흥원군,9.3447,149.0733,650.9232,51.3594,0.0306,14.5494,2.2059,877.4865
1990,북한,함경북도,경성군,8.5194,76.6044,1006.6104,25.614,0,12.195,0.9072,1130.4504
1990,북한,함경북도,길주군,40.905,148.6296,814.149,84.7935,0.0099,8.0307,1.6155,1098.1332
1990,북한,함경북도,김책시,27.1404,109.8387,673.9749,62.073,0,22.9959,1.4508,897.4737
1990,북한,함경북도,명천군,11.1978,86.9328,478.0872,53.6607,0,4.9401,1.5156,636.3342
1990,북한,함경북도,무산군,11.9808,229.6026,1130.4126,80.5437,0.0153,5.2317,5.5845,1463.3712
1990,북한,함경북도,부령군,4.365,43.983,682.1721,17.0811,0.0045,3.0906,0.2898,750.9861
1990,북한,함경북도,새별군,8.7759,213.723,566.6931,69.0426,0,5.7888,10.4184,874.4418
1990,북한,함경북도,어랑군,7.3764,135.8964,1251.5913,82.4157,0.0414,26.3475,13.4685,1517.1372
1990,북한,함경북도,연사군,2.0151,58.5279,1135.7685,85.077,0.0657,14.103,6.7104,1302.2676
1990,북한,함경북도,온성군,7.0605,275.3028,371.5866,106.3404,0,1.2906,6.7833,768.3642
1990,북한,함경북도,은덕군,9.8217,143.5158,721.0341,56.4471,0,8.7102,11.0088,950.5377
1990,북한,함경북도,청진시,58.9491,85.3578,779.9103,71.2449,0.1242,24.183,4.5108,1024.2801
1990,북한,함경북도,화대군,16.4637,62.2116,275.3847,61.5051,0,10.9098,1.0386,427.5135
1990,북한,함경북도,화성군,10.3941,182.0295,841.6134,57.2706,0,17.7687,4.5261,1113.6024
1990,북한,함경북도,회령시,19.3248,343.0674,1209.3489,109.854,0,8.1846,4.8222,1694.6019
1990,북한,황해남도,강령군,9.351,182.1591,243.0027,33.75,8.7093,46.2573,32.2056,555.435
1990,북한,황해남도,과일군,3.4866,150.975,186.8661,3.33,2.5182,13.923,4.1805,365.2794
1990,북한,황해남도,배천군,29.1537,306.6021,94.3191,2.6892,8.7075,10.1988,8.0433,459.7137
1990,북한,황해남도,벽성군,6.5754,164.6199,204.255,27.0792,2.8458,25.236,7.3332,437.9445
1990,북한,황해남도,봉천군,36.0756,246.4569,186.0957,7.0173,2.7972,40.1409,11.2185,529.8021
1990,북한,황해남도,삼천군,2.9097,160.3089,170.2071,4.1922,0.0342,19.1466,4.9149,361.7136
1990,북한,황해남도,송화군,1.9116,77.5305,96.0255,1.4445,0.0009,13.8006,1.0593,191.7729
1990,북한,황해남도,신원군,3.1788,131.0283,361.9701,5.5908,0.4428,11.7693,11.2851,525.2652
1990,북한,황해남도,신천군,6.3216,248.1678,202.8564,14.139,0.0738,19.6065,5.8941,497.0592
1990,북한,황해남도,안악군,6.4539,224.6904,105.7869,20.178,0.0558,12.5946,4.5603,374.3199
1990,북한,황해남도,연안군,30.7845,316.0998,55.9053,5.8941,20.3409,5.4369,5.5539,440.0154
1990,북한,황해남도,옹진군,11.1474,221.283,287.8596,47.6883,9.2151,54.441,7.5537,639.1881
1990,북한,황해남도,용연군,3.6117,154.5804,255.5838,24.7014,3.0537,27.9306,6.201,475.6626
1990,북한,황해남도,은율군,6.1074,182.8917,225.2007,7.5132,5.7681,26.7624,23.6745,477.918
1990,북한,황해남도,은천군,6.7653,200.2914,140.7033,18.9612,8.1324,11.9574,51.0363,437.8473
1990,북한,황해남도,장연군,3.9096,116.028,240.7401,9.972,0.4878,17.3889,3.9762,392.5026
1990,북한,황해남도,재령군,6.2424,178.9425,101.4489,15.6816,0.09,10.5588,10.0629,323.0271
1990,북한,황해남도,청단군,14.1615,275.7573,124.8561,27.8199,5.8473,17.7237,8.0469,474.2127
1990,북한,황해남도,태탄군,3.3984,135.8388,167.3262,21.708,14.8257,12.2193,4.3425,359.6589
1990,북한,황해남도,해주시,23.7402,35.9973,91.1835,5.976,3.4848,13.4145,1.0701,174.8664
1990,북한,황해북도,곡산군,1.7001,208.8882,301.5612,3.1185,0.1323,3.168,4.2831,522.8514
1990,북한,황해북도,금천군,33.4521,160.8597,193.0311,24.9966,2.5956,6.462,11.0043,432.4014
1990,북한,황해북도,봉산군,14.481,150.5475,243.2448,10.0935,0.09,11.2131,9.1377,438.8076
1990,북한,황해북도,사리원시,14.2956,48.303,18.1764,3.9159,0.0225,1.539,0.4356,86.688
1990,북한,황해북도,상원군,4.8168,131.292,344.844,4.7628,0.0585,14.7492,2.1087,502.632
1990,북한,황해북도,서흥군,4.5144,243.999,384.3567,5.4495,0.1854,7.3314,2.1312,647.9676
1990,북한,황해북도,송림시,12.942,27.9261,11.9655,3.1905,0.0513,1.4418,7.6905,65.2077
1990,북한,황해북도,수안군,2.6451,246.0636,406.485,2.25,0.135,4.518,1.6101,663.7068
1990,북한,황해북도,승호구역,9.2952,57.2625,62.7903,3.8574,0.1008,6.3594,6.0318,145.6974
1990,북한,황해북도,신계군,4.1661,365.6295,342.8307,2.1528,0.2457,6.6978,3.8034,725.526
1990,북한,황해북도,신평군,2.745,143.7939,915.1758,7.0146,0.9576,3.7584,6.5718,1080.0171
1990,북한,황해북도,연산군,3.9843,96.2604,414.0909,4.1661,0.0819,14.4198,4.8024,537.8058
1990,북한,황해북도,연탄군,2.4939,152.4924,383.5566,4.7817,0.1053,17.946,7.4574,568.8333
1990,북한,황해북도,은파군,5.2011,190.1952,173.2284,12.5046,0.0495,8.1612,11.0916,400.4316
1990,북한,황해북도,인산군,7.5699,153.1755,319.3758,2.4498,0.1935,19.2474,2.5263,504.5382
1990,북한,황해북도,중화군,2.6478,91.4913,110.3895,5.661,0.0468,2.5155,2.6739,215.4258
1990,북한,황해북도,토산군,6.5052,152.6292,244.3464,10.7424,0.4104,3.7548,2.3643,420.7527
1990,북한,황해북도,평산군,14.7879,240.8121,254.7018,2.2311,0.7362,8.2512,4.8663,526.3866
1990,북한,황해북도,황주군,10.3338,305.7813,155.4003,20.9619,0.0729,11.0781,10.4841,514.1124
2000,남한,강원도,강릉시,24.2577,95.274,893.3562,10.1763,0,14.2353,5.8338,1043.1333
2000,남한,강원도,고성군,12.4596,77.3775,572.9166,1.71,0,9.6975,20.2149,694.3761
2000,남한,강원도,동해시,12.0402,11.5524,146.9277,3.9618,0,6.0228,1.3986,181.9035
2000,남한,강원도,삼척시,15.3108,34.506,1112.9157,11.0286,0,9.6885,5.6835,1189.1331
2000,남한,강원도,속초시,9.2259,11.6388,77.9634,3.3453,0,2.5407,2.1573,106.8714
2000,남한,강원도,양구군,2.1186,74.8557,640.5831,0.1035,0,2.7657,8.7768,729.2034
2000,남한,강원도,양양군,8.6256,54.6597,554.2515,9.531,0,4.7745,3.3642,635.2065
2000,남한,강원도,영월군,5.9067,67.7601,1007.073,28.3626,0,10.1952,2.9088,1122.2064
2000,남한,강원도,원주시,24.8193,128.2329,684.6462,21.0519,0,11.3634,4.0833,874.197
2000,남한,강원도,인제군,8.6472,93.1347,1521.4491,2.4363,0,2.8314,9.8568,1638.3555
2000,남한,강원도,정선군,9.7713,64.0953,1126.485,8.8821,0,7.1559,2.2689,1218.6585
2000,남한,강원도,철원군,18.4788,179.3376,499.3668,40.2444,0.6129,19.5606,6.6375,764.2386
2000,남한,강원도,춘천시,26.0343,102.8106,915.9309,13.8159,0.1377,7.1145,49.6296,1115.4735
2000,남한,강원도,태백시,7.5033,12.2013,277.8633,2.1663,0,3.4794,0.0468,303.2604
2000,남한,강원도,평창군,4.3614,120.6342,1290.78,31.6332,0,16.1838,1.9827,1465.5753
2000,남한,강원도,홍천군,8.3574,158.9166,1628.5113,9.7731,0,7.7841,3.7935,1817.136
2000,남한,강원도,화천군,7.1919,49.4379,962.4429,2.862,0.0036,7.515,24.2676,1053.7209
2000,남한,강원도,횡성군,7.1892,136.0071,814.2975,25.0254,0,6.3954,5.7231,994.6377
2000,남한,경기도,가평군,8.6373,63.7254,731.7729,18.0108,0,5.8338,13.0284,841.0086
2000,남한,경기도,고양시덕양구,20.8899,34.6158,79.2756,13.7016,0.6309,8.4402,5.0202,162.5742
2000,남한,경기도,고양시일산동구,13.248,19.3554,15.7113,4.8366,1.0575,4.7286,1.4112,60.3486
2000,남한,경기도,고양시일산서구,12.8853,19.0548,1.7226,0.9315,4.8177,2.4516,1.2087,43.0722
2000,남한,경기도,과천시,2.3454,5.3937,24.3954,0.8973,0.0747,2.1096,0.1629,35.379
2000,남한,경기도,광명시,9.2655,7.6419,14.8887,5.2857,0.0468,1.7667,0.1503,39.0456
2000,남한,경기도,광주시,30.3669,58.3713,295.9137,29.7171,0,4.8969,9.4698,428.7357
2000,남한,경기도,구리시,9.8298,2.8206,10.9539,2.0106,0.0126,4.6332,2.0043,32.265
2000,남한,경기도,군포시,9.3753,4.9437,17.7588,1.7046,0.081,1.7019,0.4068,35.9721
2000,남한,경기도,김포시,29.5137,122.6835,69.5052,15.4125,16.5771,10.2654,16.6374,280.5948
2000,남한,경기도,남양주시,40.7862,67.0572,301.8411,24.4314,0.0675,14.688,9.1125,457.9839
2000,남한,경기도,동두천시,7.4583,13.7691,70.704,1.2582,0.0009,2.5173,0.1224,95.8302
2000,남한,경기도,부천시소사구,5.8626,1.8009,3.8808,0.9045,0.0018,0.5976,0,13.0482
2000,남한,경기도,부천시오정구,8.73,6.2217,2.7279,1.809,0.0063,0.6804,0.0072,20.1825
2000,남한,경기도,부천시원미구,12.2517,0.3159,3.0168,3.681,0.0081,1.305,0.0009,20.5794
2000,남한,경기도,성남시분당구,24.7077,4.2174,36.3762,1.9755,0.0261,1.8594,0.6588,69.8211
2000,남한,경기도,성남시수정구,9.7236,5.6403,25.722,2.7117,0.0117,1.4382,0.279,45.5265
2000,남한,경기도,성남시중원구,6.4665,3.0015,14.6169,1.0512,0.0117,1.1079,0.009,26.2647
2000,남한,경기도,수원시권선구,14.1525,19.9296,6.9552,2.8539,0.0369,3.1896,0.2961,47.4138
2000,남한,경기도,수원시영통구,11.2005,5.6403,7.9848,1.0422,0.0549,1.3788,0.5796,27.8811
2000,남한,경기도,수원시장안구,10.9728,3.1455,16.5204,0.774,0.0126,1.2681,0.4419,33.1353
2000,남한,경기도,수원시팔달구,9.9423,0.8028,1.1196,0.3663,0.0027,0.6525,0.1701,13.0563
2000,남한,경기도,시흥시,33.1362,47.2617,40.0905,9.2151,0.4338,6.0282,1.4661,137.6316
2000,남한,경기도,안산시단원구,28.9386,21.8142,27.9864,4.3443,4.2327,5.2713,3.2166,95.8041
2000,남한,경기도,안산시상록구,16.1586,11.0466,24.1074,4.4118,0.2061,2.8278,0.1044,58.8627
2000,남한,경기도,안성시,21.9798,204.9543,260.6157,47.997,0,12.6981,6.3081,554.553
2000,남한,경기도,안양시동안구,11.3832,1.0215,8.0217,0.36,0.0027,1.377,0,22.1661
2000,남한,경기도,안양시만안구,9.7785,1.1754,23.2407,1.4607,0.018,1.2375,0.0027,36.9135
2000,남한,경기도,양주시,19.278,75.5442,183.5424,15.9309,0.2538,14.9553,0.819,310.3236
2000,남한,경기도,양평군,5.5431,145.6209,676.6893,30.9645,0.0243,5.4774,15.0345,879.354
2000,남한,경기도,여주군,13.2345,239.3982,273.7899,43.704,0,29.1987,8.3313,607.6566
2000,남한,경기도,연천군,12.7899,266.4936,536.3433,22.5783,1.5111,11.7288,10.1196,861.5646
2000,남한,경기도,오산시,8.9289,14.7447,14.22,2.1195,0.1521,2.0466,0.3015,42.5133
2000,남한,경기도,용인시기흥구,18.7434,13.9041,36.801,7.1847,0.0432,3.1086,1.7937,81.5787
2000,남한,경기도,용인시수지구,7.5303,5.814,22.7853,1.1052,0.0306,4.6989,0.0441,42.0084
2000,남한,경기도,용인시처인구,25.812,116.415,266.7735,47.2869,0,7.2018,4.9266,468.4158
2000,남한,경기도,의왕시,6.9012,7.0479,35.7633,1.2141,0.0567,2.2059,0.8955,54.0846
2000,남한,경기도,의정부시,19.0647,10.1466,46.3779,2.6109,0.0693,3.528,0.0009,81.7983
2000,남한,경기도,이천시,23.1102,242.3763,155.6712,24.2784,0,14.9742,1.0197,461.43
2000,남한,경기도,파주시,25.3575,212.175,276.0642,34.722,13.6143,17.9055,8.3637,588.2022
2000,남한,경기도,평택시,46.7775,282.3354,58.284,26.7633,0.4743,16.8075,21.2724,452.7144
2000,남한,경기도,포천시,22.1751,188.3538,579.6999,10.6803,0.3816,20.772,4.7718,826.8345
2000,남한,경기도,하남시,14.6646,14.8266,46.161,9.0459,0.018,3.0132,6.4908,94.2201
2000,남한,경기도,화성시,44.5041,307.017,238.9878,37.1988,19.6263,41.6592,10.1169,699.1101
2000,남한,경상남도,거제시,16.434,53.073,318.6729,15.5529,1.1169,4.7475,10.7793,420.3765
2000,남한,경상남도,거창군,11.2815,154.818,617.4117,8.9748,0.0891,4.5864,4.1508,801.3123
2000,남한,경상남도,고성군,9.8991,106.533,381.762,11.1591,2.4282,6.5484,6.0408,524.3706
2000,남한,경상남도,김해시,42.651,116.3637,261.5715,18.7965,0.855,12.2157,9.378,461.8314
2000,남한,경상남도,남해군,10.1367,89.568,247.7178,7.7337,1.2132,9.0045,8.6004,373.9743
2000,남한,경상남도,밀양시,14.31,157.3425,590.6124,15.9462,0.7686,9.3843,14.391,802.755
2000,남한,경상남도,사천시,12.78,88.3458,271.1142,11.2734,1.4697,11.7774,9.0738,405.8343
2000,남한,경상남도,산청군,5.7249,76.5225,688.8231,7.5438,0.2115,6.3216,6.6159,791.7633
2000,남한,경상남도,양산시,25.0335,40.6134,389.5029,11.9205,0.3123,12.6072,5.463,485.4528
2000,남한,경상남도,의령군,4.6152,58.8465,393.3108,4.9347,0.2187,2.4138,18.2934,482.6331
2000,남한,경상남도,진주시,28.2168,130.1499,497.9124,21.474,1.1925,9.4194,24.6825,713.0475
2000,남한,경상남도,창녕군,13.8267,115.9371,349.0776,11.0304,0.5931,8.4276,28.5129,527.4054
2000,남한,경상남도,창원시마산합포구,10.7523,31.4811,191.2482,5.9787,0.9567,2.9322,7.956,251.3052
2000,남한,경상남도,창원시마산회원구,10.9008,2.5164,74.403,2.2554,0.081,0.9549,0.2259,91.3374
2000,남한,경상남도,창원시성산구,25.0938,0.0117,49.2255,6.2514,0.1269,1.8738,0.2367,82.8198
2000,남한,경상남도,창원시의창구,20.7009,77.2812,87.9363,11.7891,0.3087,5.3514,7.7688,211.1364
2000,남한,경상남도,창원시진해구,15.1353,7.3269,75.1581,8.1882,0.4131,5.6655,1.3572,113.2443
2000,남한,경상남도,통영시,13.5702,40.9086,176.4657,12.6459,0.891,4.4604,9.2997,258.2415
2000,남한,경상남도,하동군,6.1758,116.1486,535.4226,1.206,1.5759,8.2026,8.973,677.7045
2000,남한,경상남도,함안군,14.4216,100.6902,272.331,8.8074,0.4599,5.0697,14.3496,416.1294
2000,남한,경상남도,함양군,9.8442,133.2225,558.1386,10.7343,0.0243,6.3504,3.4416,721.7559
2000,남한,경상남도,합천군,6.6672,130.1463,792.9774,8.2611,0.1953,11.0232,34.4403,983.7108
2000,남한,경상북도,경산시,22.1004,107.3259,250.5897,17.1405,0.5589,9.9315,3.8826,411.5295
2000,남한,경상북도,경주시,38.7729,246.8853,967.6746,43.2315,0.6255,18.5337,9.495,1325.2185
2000,남한,경상북도,고령군,6.8895,61.2009,282.618,7.1325,0.3573,4.0734,22.4406,384.7122
2000,남한,경상북도,구미시,37.4733,115.8525,403.6383,17.7606,0.2853,18.108,22.5774,615.6954
2000,남한,경상북도,군위군,5.6772,53.6562,541.4049,6.6213,0.0819,2.3103,2.1222,611.874
2000,남한,경상북도,김천시,22.2192,138.8718,802.1358,24.1434,0.0936,12.366,5.9121,1005.7419
2000,남한,경상북도,문경시,12.114,148.8285,734.1264,11.1564,0.0135,3.1878,5.3946,914.8212
2000,남한,경상북도,봉화군,10.0197,102.0474,1062.2376,23.7834,0.027,2.9511,1.7406,1202.8068
2000,남한,경상북도,상주시,17.4384,267.156,914.7258,28.0845,0.0828,11.3742,12.9222,1251.7839
2000,남한,경상북도,성주군,5.8104,80.1144,492.3756,19.53,0.0621,7.2387,9.7749,614.9061
2000,남한,경상북도,안동시,17.7975,161.82,1264.6998,18.1107,0.3573,7.5366,58.3164,1528.6383
2000,남한,경상북도,영덕군,13.2813,63.4239,648.5589,11.2032,0.2826,6.7221,4.5279,747.9999
2000,남한,경상북도,영양군,9.4833,62.6616,735.0804,10.6623,0.1233,2.6919,0.9108,821.6136
