지점,지점명,일시,평균기온(°C),평균최고기온(°C),평균최저기온(°C),최고기온(°C),최저기온(°C),월합강수량(00~24h만)(mm),일최다강수량(mm),평균풍속(m/s),최대풍속(m/s),최대순간풍속(m/s),합계 일조시간(hr),일조율(%),합계 일사량(MJ/m2)
95,철원,2018-10,9.9,17.2,3.7,24.6,-3.3,74.8,27.1,1.3,8.8,16.9,217.6,62.56,
95,철원,2018-11,4.5,11.4,-1,18.6,-8.4,60.2,47.1,1,7.2,12.4,159,52.23,
95,철원,2018-12,-4,2.6,-10.1,11.4,-18.6,8.3,4.5,1,7.7,12.6,190.8,64.29,
98,동두천,2010-01,-5.5,.3,-10.8,9.2,-19.5,25.2,7.5,1.4,7.5,11.6,173.4,56.61,
98,동두천,2010-02,.5,6.2,-4.3,19.8,-12.7,46.7,28,1.7,8.2,11.9,141.5,46.82,
98,동두천,2010-03,3.9,9.4,-.9,16.5,-4.5,81.1,19.5,2.1,9.5,18.5,129.1,34.81,
98,동두천,2010-04,8.8,15.7,3.4,23.5,-1.7,61.1,21.5,2.3,10,17.3,158.2,40.01,
98,동두천,2010-05,16.3,23,10.6,29.8,3,112.2,58,1.9,7.1,12.5,172.7,39.16,
98,동두천,2010-06,22.1,28.3,16.9,32.7,8,269.1,105.5,1.3,5.6,10.3,212.1,47.91,
98,동두천,2010-07,24.8,28.9,21.8,31.7,19,324.4,121.5,1.8,7.4,13,107,23.8,
98,동두천,2010-08,25.2,29.6,22.2,33,17.6,512.6,72,1.4,8,13.7,104.6,24.78,
98,동두천,2010-09,20.2,25.6,16.2,31,5,432.5,88.5,1.3,10.2,20.3,144.4,38.68,
98,동두천,2010-10,12.6,19.6,7.1,24.6,-3.8,28.4,16.5,1.2,7,13.5,190.5,54.74,
98,동두천,2010-11,4.8,11.3,-.5,18.6,-7.4,16.8,6.5,1.8,9.1,15.1,170.8,56.02,
98,동두천,2010-12,-2.5,2.9,-7.6,12.9,-16,29.4,7.8,1.6,8,14.7,141.6,47.58,
98,동두천,2011-01,-8.8,-2.3,-14.3,2.1,-19.1,6.3,4.2,1.2,8,12.6,226.1,73.84,
98,동두천,2011-02,-.1,6.5,-5.2,14.2,-12.3,29.1,29,.9,5.7,8.6,170.2,56.38,
98,동두천,2011-03,3.1,9.8,-2.2,18.4,-7.9,6.5,2.8,2,9.9,16.4,239.7,64.71,
98,동두천,2011-04,9.9,16.7,4.1,21,-.2,95.9,54.5,1.7,9.8,16.5,188.4,47.66,
98,동두천,2011-05,16.8,23.7,11.1,32.9,6.6,132.8,59,1.4,8.7,15.5,191.3,43.39,
98,동두천,2011-06,21.2,27.2,16.6,35.2,12.5,383.1,119.5,1.3,9.8,16.7,185.9,41.99,
98,동두천,2011-07,23.8,27.7,21.2,33.2,18,1223.5,449.5,1,6.2,16.7,86.5,19.24,
98,동두천,2011-08,24.3,29.1,21,33.3,15.2,272.7,50.5,1,8.5,16.1,96.5,22.86,
98,동두천,2011-09,19.6,26.3,14.7,32.1,7.1,32.4,26,1.5,5.8,11.1,184.5,49.37,
98,동두천,2011-10,12.1,19.6,6.1,23.3,-1,35.6,21,1.3,7.4,12.7,216.5,62.12,
98,동두천,2011-11,9.1,14.8,4.4,26.2,-6.9,85.4,28.5,1.6,8,13.4,139.6,45.76,
98,동두천,2011-12,-2.5,2.9,-7,9.2,-13.9,7.9,5,1.5,7.2,10.8,186.6,62.64,
98,동두천,2012-01,-4.5,1.8,-9.8,8.7,-15.6,5.6,5.3,1.5,7.4,11.8,192.6,62.94,
98,동두천,2012-02,-3.4,3.8,-9.2,12.5,-19.7,.1,.1,1.8,9,23,227.6,72.72,
98,동두천,2012-03,4.1,10.2,-.9,18,-7.3,32.9,15,2.3,11.1,17.5,188.7,50.81,
98,동두천,2012-04,11.6,18.7,5.7,31,-2.7,129,38.5,2.3,10.9,17.9,214.7,54.22,
98,동두천,2012-05,18.2,25.7,12.1,30.5,7,20.6,11,1.6,9.7,16.4,254.6,57.68,
98,동두천,2012-06,22.9,30,17.5,34.1,13,144.5,105,1.6,8.4,12.7,239.2,54.01,
98,동두천,2012-07,24.8,29.4,21.2,33.5,17.3,278,58,1.5,6.2,10,131.8,29.33,
98,동두천,2012-08,26.1,31.2,22.3,36.4,17.1,397.2,93,1.7,12.6,21.6,174.9,41.5,
98,동두천,2012-09,19.7,25.9,15.2,31.6,8.4,171.1,82,1.2,7.2,15.9,194.5,52.17,
98,동두천,2012-10,13.7,21.2,8,26.6,.5,99.8,47,1.3,6.9,10.6,237.7,68.38,
98,동두천,2012-11,4.6,10.5,-.2,18.1,-6.5,71.2,36.5,1.8,9.6,16.7,172.4,56.64,
98,동두천,2012-12,-5.3,0,-9.8,7.9,-16.9,33.9,16.5,1.5,8.1,13.5,179.5,60.3,
98,동두천,2013-01,-5,1,-9.8,13.9,-20.7,19.1,12.5,1.3,8.1,13.4,150.7,49.14,
98,동두천,2013-02,-2,4,-7.1,13.2,-17.1,50.7,35.5,1.7,8.6,13,183.7,60.75,
98,동두천,2013-03,4.7,12.5,-1.5,24.7,-6.2,24.5,12,2.1,8.2,14.1,256.9,69.21,
98,동두천,2013-04,9.6,16.6,3.7,23.1,-1.1,74.8,20,2.4,10,18.6,200.6,50.68,
98,동두천,2013-05,17.9,25.2,12,32.8,6.1,117.5,47.5,1.7,7.2,13.3,234.8,53.23,
98,동두천,2013-06,23.6,29.9,18.3,34.3,13.5,18.8,9,1.4,5.7,8.9,244.5,55.23,
98,동두천,2013-07,24.7,28.2,22.5,31.3,20.4,818.7,131,2.1,9,17.8,104,23.13,
98,동두천,2013-08,26.5,31.1,22.8,33.5,18.7,124.6,44.5,1.5,8.6,19.4,224.6,53.27,
98,동두천,2013-09,20.2,25.9,15.7,30.3,7.1,103.6,40.5,1.2,5.7,9.3,191.8,51.41,
98,동두천,2013-10,13.9,21.4,7.8,28.5,2,18.2,13.5,1.4,8.4,14.5,247.8,71.25,
98,동두천,2013-11,4.6,10.9,-.5,21.1,-9.1,65.5,18.9,1.9,11.1,19.6,185.2,60.8,
98,동두천,2013-12,-2.1,3.7,-6.7,11.2,-13.8,34.9,16.7,1.3,8.2,12.5,173.6,58.33,
98,동두천,2014-01,-2.1,3.7,-7.3,7.8,-13.6,10.6,4.3,1.5,7.9,13.7,182.6,59.58,
98,동두천,2014-02,.6,7,-4.3,17.5,-11.1,22.6,16.6,1.6,7.3,12,174.1,57.61,
98,동두천,2014-03,7.1,14.2,1.2,23.9,-7.2,7.8,2,2.1,9.1,14.8,224.8,60.61,
98,동두천,2014-04,13.2,21.2,7.1,27.3,-.8,22.1,9.8,1.8,7.5,12.4,210.2,53.17,
98,동두천,2014-05,17.9,25.8,11.4,33.4,4.2,80.8,27.7,2.1,9.4,15.9,302.5,68.59,
98,동두천,2014-06,22.2,28.3,17.8,33.3,14.6,76.9,24.7,1.5,7.1,11.9,183.9,41.54,
98,동두천,2014-07,25,30.6,21,34,17.8,203.8,52.6,1.6,8.2,14.6,193.7,43.08,
98,동두천,2014-08,23.8,28.7,20,36.3,16.6,125.3,29.8,1.3,7.9,13.3,150.5,35.66,
98,동두천,2014-09,20.5,27,15.4,31.1,11.4,93.1,66.5,1.1,5.6,8.4,204.6,54.81,
98,동두천,2014-10,13.9,21.7,7.8,29.7,-.9,39.7,18.9,1.3,7.7,13.4,225.1,64.68,
98,동두천,2014-11,7.3,14.1,2,22.7,-4.2,45.3,19.2,1.6,10.2,15.5,176.6,57.92,
98,동두천,2014-12,-4.2,1.6,-9.3,7,-15.6,13.6,6.9,2,11.7,17.7,189.4,63.62,
98,동두천,2015-01,-2.3,4,-7.4,9.7,-13,17.3,6.6,1.7,7.8,13.1,186.5,60.91,
98,동두천,2015-02,.1,6.2,-5,14.3,-14.3,23.4,9.5,1.8,10.6,14,171.1,56.67,
98,동두천,2015-03,5.5,13.6,-1.5,23.2,-7.7,8.4,4.2,2.3,10.4,17.4,262.3,70.82,0
98,동두천,2015-04,12.7,20.2,6.4,30,0,82.5,28.6,1.9,9.1,15.7,212.3,53.71,
98,동두천,2015-05,18.3,26,11.5,33.1,5.4,32.8,16,1.9,9.3,16.3,284.1,64.44,
98,동두천,2015-06,22.7,29.7,16.9,34.5,11.8,70.1,20.9,1.6,8.9,14.9,253.3,57.22,
98,동두천,2015-07,24.6,29.7,20.8,35.7,15.8,348.7,105.8,1.5,6.7,12.5,169.6,37.71,
98,동두천,2015-08,24.8,30.5,20.7,34.4,15.7,120.6,36.9,1.4,8.5,14,210.2,49.79,
98,동두천,2015-09,20.4,27.4,14.7,29.9,10.7,60.5,52.5,1.2,6,10.6,255.2,68.31,
98,동두천,2015-10,13.9,21.2,8.3,27.2,-2,83.1,32.9,1.4,7.5,15.9,223.5,64.13,
98,동두천,2015-11,8,13.1,4.1,21.1,-8.1,114.6,19.5,1.3,5.3,9.4,92.7,30.38,
98,동두천,2015-12,.5,6.9,-4.2,13.9,-12.8,26.5,20.1,1.5,7.9,12.9,162.3,54.48,
98,동두천,2016-01,-4.1,2.4,-9.5,10.1,-19.3,1.3,.7,1.6,9.7,15,195.4,63.86,
98,동두천,2016-02,-.4,6.4,-6.2,16.5,-13.2,47.8,23.1,1.9,8.9,14,184.3,58.88,
98,동두천,2016-03,6.5,14.2,.4,24,-10.2,53.3,51.2,2,8.4,13.5,243.8,65.63,
98,동두천,2016-04,13.8,22.2,7.3,30.9,2.8,86.5,29.2,2.1,11,18.9,217.4,54.9,
98,동두천,2016-05,18.5,26.3,12.1,32.2,7.7,151.8,45.2,2,12.5,21,266.8,60.44,
98,동두천,2016-06,22.7,29.3,17.5,32.6,13.5,29.5,17.9,1.7,5.9,9.9,228.9,51.68,
98,동두천,2016-07,25.1,30.2,21.4,34.9,17.6,366.3,162.1,1.5,5.7,11.6,156.9,34.93,
98,동두천,2016-08,26.5,32.5,22.2,35.7,12.1,70.4,27,1.4,6.3,11.9,231.1,54.84,
98,동두천,2016-09,21.6,28.2,17,30.9,10,39.6,18.3,1.2,6.7,14.4,196.5,52.71,
98,동두천,2016-10,14.6,21.5,9.2,28.5,-1.8,154.9,70,1.3,7.1,11.1,185.2,53.28,
98,동두천,2016-11,6.1,12.2,1,20,-8.7,18.1,5.9,1.5,6.2,11.1,155.2,50.99,
98,동두천,2016-12,.6,6.5,-4.3,14.6,-12,67.7,29.5,1.5,8.1,15.4,150.6,50.59,
98,동두천,2017-01,-2.5,4.1,-7.9,13.6,-14.9,15.5,5.2,1.7,7.6,13.3,205.4,66.97,
98,동두천,2017-02,-.8,5.7,-6.6,12.4,-11.8,15.1,4.8,1.9,7.8,11.9,207.9,68.75,
98,동두천,2017-03,5.6,13.7,-.8,21,-7.3,15.1,11.2,1.8,8.6,14.9,237,63.85,
98,동두천,2017-04,13.2,21.3,6.9,28.3,.5,67.5,24.1,2.2,8.7,14.2,252.9,63.9,
98,동두천,2017-05,18.4,26.2,11.7,30.9,6.9,22.7,10.4,1.9,10.1,17.1,289.6,65.65,
98,동두천,2017-06,22.2,29.7,16,35.5,10.6,50.5,16.4,1.7,6.7,13.9,251.8,56.87,
98,동두천,2017-07,26,30.5,22.9,34.5,20.2,376.3,93,1.5,7,15,119.6,26.61,
98,동두천,2017-08,24.5,29.8,20.9,35.9,13.6,334.6,91.3,1.4,6.8,13.4,154.4,36.62,
98,동두천,2017-09,20.1,27.2,14.5,30.4,6.8,25.3,19.8,1.3,8.1,15.9,229.5,61.51,
98,동두천,2017-10,14.1,21.7,8.5,27.8,-.9,18.5,8.2,1.3,8,11.7,152.9,43.96,
98,동두천,2017-11,4.2,11,-1.4,19.5,-9.2,19,6.8,1.7,10,16.7,160.1,52.58,
98,동두천,2017-12,-3.3,2.2,-8.5,9.7,-16.6,29.6,12.1,1.6,7.4,12,185.3,62.26,
98,동두천,2018-01,-5.4,.8,-10.1,9.8,-20.4,7,5.8,1.7,7.6,13.2,198,64.6,
98,동두천,2018-02,-2.6,4.4,-8.6,11.7,-16.9,30.7,22.4,1.9,7.9,13.5,215,71.14,
98,동두천,2018-03,7.4,14.6,1.9,23.8,-8.4,38.7,13.5,1.9,10.9,16.8,209,56.35,
98,동두천,2018-04,12.4,19.9,6.3,28.7,-1.6,125.9,57.4,2.1,9.8,20.7,215.9,54.6,
98,동두천,2018-05,17.4,24.1,11.4,30.4,5.3,242.9,98.6,1.8,8.8,14.2,242.6,55,
98,동두천,2018-06,22.1,28.7,16.7,32.2,13.6,193.6,118.4,1.5,6.5,13.8,237,53.54,
98,동두천,2018-07,26.3,31.5,22.2,36.2,16,216.9,47.1,1.4,7.9,12.7,240.5,53.49,
98,동두천,2018-08,27.2,33.3,23,38.7,17.2,407.4,279.6,1.5,6,9.8,226.3,53.63,
98,동두천,2018-09,19.8,26.2,14.8,31.5,7.5,56.5,23.1,1.3,6.9,10.7,210,56.26,
98,동두천,2018-10,11.4,18.6,5.5,25.6,-1.4,107.9,33.7,1.4,8.3,12.7,230.7,66.29,
98,동두천,2018-11,6.4,13.5,1.2,20.8,-5.7,61.5,49,1.2,7,9.7,166.6,54.66,
98,동두천,2018-12,-2,4.6,-7.3,12.6,-15.5,11,5.8,1.5,7.3,11.3,198.7,66.75,
99,파주,2010-01,-7.1,-.9,-13.6,8.3,-25.9,23.7,9.3,1.2,7.2,10.8,177.2,57.85,
99,파주,2010-02,-.5,5,-5.6,17.4,-15.1,40.3,22.5,1.5,6.4,10.4,141.8,46.91,
99,파주,2010-03,3.5,8.6,-1.4,15.5,-5.9,74.1,16,2.2,7.6,12.2,142.9,38.53,
99,파주,2010-04,8.2,14.7,2.2,22.1,-3.4,52.5,18.5,2.2,8.2,15.1,163.9,41.44,
99,파주,2010-05,15.9,22.3,10.3,28,2.8,115.6,49,1.8,6.5,12.7,172.4,39.1,
99,파주,2010-06,22.1,28.4,16.9,33.2,9.1,160.9,54.5,1.3,4.9,9.3,207.8,46.93,
99,파주,2010-07,25.1,29.8,22,33.3,19.1,328.2,115,1.5,5.2,11.2,121.1,26.94,
99,파주,2010-08,25.7,30.6,22.6,34.1,18.1,525.9,112,1.3,6.9,12.5,108.7,25.75,
99,파주,2010-09,20.7,26.3,16.8,32.5,5.5,439,120,1.4,8.2,15.3,149.7,40.09,
99,파주,2010-10,12.4,19.9,6.9,26,-3.6,25.5,13,1.3,6.3,10.9,200.9,57.71,
99,파주,2010-11,4.5,11.6,-1.8,18,-8.6,14.3,8,1.5,7.6,14.7,176.1,57.74,
99,파주,2010-12,-2.9,3,-8.7,13.4,-19.5,27.2,8.2,1.7,7.7,12.5,152.3,51.12,
99,파주,2011-01,-10.6,-3.2,-17.9,.7,-23,9,6.7,1.1,7.5,12.4,227,74.13,
99,파주,2011-02,-1.2,5.7,-7.1,12.8,-14.5,28.5,28,1.3,6.6,10.9,167.8,55.56,
99,파주,2011-03,2.7,9.4,-3.3,17,-8.9,8.3,4.3,1.9,7.5,13.5,239.4,64.62,
99,파주,2011-04,9.2,16.2,2.2,20.3,-2.6,93.3,54.5,1.8,8.5,14.4,193,48.85,
99,파주,2011-05,16.8,23.5,11.3,32,5.4,120.1,45.5,1.7,6.8,12.9,191.7,43.49,
99,파주,2011-06,21,26.7,16.5,33.7,11.8,341.1,92.5,1.5,8.2,14.8,171.7,38.78,
99,파주,2011-07,24.3,28.3,21.5,33.1,18.2,1093.1,322.5,1.3,6.6,15,93.4,20.77,
99,파주,2011-08,25,29.6,21.8,34.1,16.5,235.2,45.5,1.4,8.1,15.1,99.9,23.67,
99,파주,2011-09,19.9,26.6,14.7,31.3,5.7,27.5,24.5,1.5,5.8,10.7,188.7,50.48,
99,파주,2011-10,11.6,19.6,5.1,23.1,-2.2,33.4,19.5,1.2,6.1,11.5,209.3,60.09,
99,파주,2011-11,9.3,14.7,4.3,26.1,-7.5,67.7,19.5,1.5,6.4,10.2,140.8,46.15,
99,파주,2011-12,-2.7,3,-8.1,9.9,-15.7,6.1,3.6,1.3,5.8,9.5,191.6,64.3,
99,파주,2012-01,-5,1.7,-11.4,9.1,-17.8,7.3,5.8,1.3,6,8.8,201.1,65.7,
99,파주,2012-02,-4,3.5,-11.1,12.8,-24.6,0,0,1.5,6.1,10.7,231.6,73.97,
99,파주,2012-03,4.2,10.3,-1.4,18.2,-8.3,32.4,12.5,2.2,8.9,15.5,199.2,53.65,
99,파주,2012-04,11.4,18.4,5.2,32,-3.2,121.5,37,2.1,8.9,15,212.9,53.74,
99,파주,2012-05,18.2,25.9,11.8,30.1,6,26.4,12,1.5,7.7,13.4,256.2,58.07,
99,파주,2012-06,23.3,30.3,17.8,35.3,13.4,81.2,64.5,1.7,7.7,11.9,247.6,55.9,
99,파주,2012-07,24.9,29.7,21.4,33.5,16.6,293,90,1.5,6.3,12.9,145.3,32.34,
99,파주,2012-08,26.2,31.3,22.5,36.5,17.2,540.3,226,1.7,8.4,17.7,182.9,43.41,
99,파주,2012-09,19.6,25.7,15,30.8,7.6,150.1,56.5,1.2,7.9,14.2,199.3,53.47,
99,파주,2012-10,13.4,20.9,7.2,26.5,-.8,79.7,45.5,1.2,5.8,9.9,243.7,70.09,
99,파주,2012-11,4.1,9.8,-1.1,16.3,-7.7,69.5,32.5,1.6,8.1,15.6,178.3,58.59,
99,파주,2012-12,-6.1,-.7,-11.2,8.3,-19.8,34.7,14,1.4,6.9,12.6,186.1,62.47,
99,파주,2013-01,-5.9,.2,-11.7,13.3,-24.5,22.3,17,1.3,6.8,11.6,161.9,52.8,
99,파주,2013-02,-2.8,2.8,-8.5,13.1,-19.7,53,34.5,1.5,7,11.3,182,60.17,
99,파주,2013-03,3.8,11.4,-2.6,23.1,-7.2,26,12.5,1.8,7.4,14,255.2,68.77,
99,파주,2013-04,9.4,16,2.8,23.7,-2.6,58.3,16,2.3,9,15.1,208.2,52.62,
99,파주,2013-05,17.1,24,11.5,31.6,5.7,139.6,52.5,1.8,10.3,16.2,227.7,51.62,
99,파주,2013-06,23.5,29.7,18.5,34,13.7,33.9,15.5,1.3,6.7,10.3,248.7,56.15,
99,파주,2013-07,25.4,28.9,23.1,32,21.1,692,110.5,2.1,8.1,15.1,104.5,23.25,
99,파주,2013-08,27.2,32.3,23.4,34.9,19.2,151.9,52,1.6,6.4,12,234.9,55.72,
99,파주,2013-09,20.5,26.6,15.8,30.9,7.1,67.8,21.5,1.3,4.9,8,186.7,50.03,
99,파주,2013-10,13.3,21,7,28.5,.2,17.5,7.5,1.5,5.7,10.6,248.2,71.34,
99,파주,2013-11,3.9,10.2,-1.7,20,-9.7,57.9,15.9,1.5,10.8,16.7,182.8,59.99,
99,파주,2013-12,-3.1,2.9,-8.6,10,-16.8,27.2,13.1,1.1,6.9,12.2,184.1,61.82,
99,파주,2014-01,-3.1,3,-9,8.1,-15.8,7.8,3.5,1.2,6.3,10.5,191.4,62.47,
99,파주,2014-02,-.2,5.9,-5.3,15.9,-12.2,19.5,16,1.7,6.4,9.9,182.1,60.24,
99,파주,2014-03,6,13.1,-.7,22.6,-9,5.1,1.8,1.9,7.3,11.9,219.2,59.1,
99,파주,2014-04,12.1,19.6,5.9,25.5,-2.8,18.7,8.8,1.8,7.1,13.2,205.1,51.87,
99,파주,2014-05,16.8,24.4,10.1,31.3,2,70.7,33.6,2,7.1,13.7,301.4,68.36,
99,파주,2014-06,21.7,27.4,17.5,31.1,15,59.4,30.2,1.6,5.6,10.4,196.8,44.43,
99,파주,2014-07,24.7,30.4,20.7,33.4,17.6,164.6,63.8,1.7,9.1,15.9,200.9,44.69,
99,파주,2014-08,23.7,28.7,19.9,35.8,16,120.2,25.8,1.5,6.4,11.3,182.6,43.26,
99,파주,2014-09,19.9,26.4,14.9,30.2,10.2,63.8,46.6,1.2,4.3,8.1,216.2,57.9,
99,파주,2014-10,13.2,21,6.6,29,-2.6,56.5,29.2,1.4,6.7,12.8,243.2,69.86,
99,파주,2014-11,6.5,13,.4,22.6,-6.3,43.5,18.9,1.5,8,13.9,195.5,64.1,
99,파주,2014-12,-5.1,.8,-10.8,7.3,-17,12.9,6,1.7,9.2,16.4,190.5,63.95,
99,파주,2015-01,-3.1,3.1,-9,8.8,-15.6,20.9,10.1,1.6,6.2,9.8,198.8,64.92,
99,파주,2015-02,-.7,5.6,-6.4,13,-16.4,22.3,10,1.7,6.8,10.6,181.7,60.17,
99,파주,2015-03,4.1,11.9,-3.1,21.3,-9,7.7,4.6,1.9,7.9,13.7,261.8,70.66,
99,파주,2015-04,11.8,19.1,4.9,29.1,-2.2,63.4,27.1,2.1,8.5,14.5,223.3,56.52,
99,파주,2015-05,17,24.9,9.7,31.6,2.9,26.8,14,1.8,7.2,14.5,288.7,65.49,
99,파주,2015-06,21.5,28.3,15.9,32.8,9.6,82.8,23.7,1.6,6.8,12,259.5,58.62,
99,파주,2015-07,24.1,29.2,20.2,35,14.3,220.1,72.2,1.7,6.7,11.4,198.8,44.21,
99,파주,2015-08,24.5,30.3,20.3,33.8,14.8,33.5,25.3,1.4,11.5,16.2,233.8,55.39,
99,파주,2015-09,19.7,26.6,13.9,29.9,9.2,31.8,27,1.4,5.3,9.1,263.3,70.46,
99,파주,2015-10,13.1,20.6,7,25.9,-4.1,74.1,26.9,1.3,7,12.5,230.7,66.24,
99,파주,2015-11,7.4,12.4,3.3,19.6,-8.5,111.6,24.8,1.6,5.4,8.9,99.3,32.55,
99,파주,2015-12,-.2,5.8,-5.4,11.1,-14.7,21.2,14.3,1.3,6.9,12.5,183.3,61.51,
99,파주,2016-01,-5,1.2,-10.9,11.3,-20,1,.4,1.5,8.4,13.8,203.1,66.35,
99,파주,2016-02,-1.2,5.4,-7.5,15.5,-16.4,65.9,40,1.8,6.8,12.5,199.7,63.78,
99,파주,2016-03,5.4,12.5,-1.1,21.6,-10.5,57.4,56.2,1.7,7.2,11.9,250.6,67.49,
99,파주,2016-04,12.6,20.4,6.2,28.1,.2,89.3,31.9,2,8.2,13.9,220.5,55.65,
99,파주,2016-05,17.4,24.8,11.2,30.6,7,157.7,39,1.9,9.8,17.3,264.3,59.9,
99,파주,2016-06,21.5,28,16.4,31,12.3,28.6,15.3,1.5,5.8,9.2,239.8,54.14,
99,파주,2016-07,24.4,29.4,20.8,32.9,16.9,377.9,164.6,1.5,5.5,9.3,174.5,38.85,
99,파주,2016-08,26,31.8,21.6,35,11.5,31.9,12.3,1.4,5.5,10.7,253.7,60.23,
99,파주,2016-09,21.1,27.7,16.4,30.5,9.3,26.4,19.6,1.4,6.5,12.5,221,59.3,
99,파주,2016-10,13.7,20.8,8.1,28.4,-3.7,249.9,111.3,1.3,5.5,10.5,192.8,55.45,
99,파주,2016-11,4.7,11.1,-.7,20.2,-10.3,15.8,3.7,1.4,5.5,10.1,166.9,54.85,
99,파주,2016-12,-.6,5.2,-5.9,11.4,-13.4,62.1,27.4,1.4,6.4,10.7,168.8,56.66,
99,파주,2017-01,-3.9,2.5,-10,10.1,-17.9,12.8,5.5,1.5,7.9,13.1,217.1,70.81,
99,파주,2017-02,-2.3,4.1,-8.7,10.7,-14.9,16.5,4.5,1.5,6.2,10.5,212.2,70.15,
99,파주,2017-03,3.8,11.7,-3.2,18.8,-8.5,9,4.6,1.4,7,13.6,246.2,66.34,
99,파주,2017-04,11.7,19.2,5,25.1,-2.1,65.7,27.7,1.8,7.8,14,256,64.7,
99,파주,2017-05,16.8,24.6,10,29.1,5.2,44.1,17.7,1.5,8,15.6,299.6,67.92,
99,파주,2017-06,20.9,28,15,33.1,9.2,42.7,14.3,1.4,5.9,9.8,290.2,65.52,
99,파주,2017-07,25.3,30,22.3,33.5,19.9,364.3,61.8,1.2,5,9.5,135.5,30.15,
99,파주,2017-08,23.7,29,19.9,34.9,11.8,318.1,87.7,1.4,6.4,14.2,174.6,41.41,
99,파주,2017-09,19.1,26.5,13.4,29.5,4.2,23.1,19.8,1.4,5.6,11.7,239.4,64.17,
99,파주,2017-10,13,20.3,7,26.8,-3.6,9.8,6,1.3,6.5,12.9,158.4,47.03,
99,파주,2017-11,2.8,9.4,-3.5,19.9,-11.1,16.8,5.9,1.5,6.3,12,168.8,55.42,
99,파주,2017-12,-4.6,.6,-10.8,8,-18.8,24.9,11.6,1.3,7.2,13.6,170.4,57.22,
99,파주,2018-01,-6.8,-.8,-12.2,8,-23.5,6.1,4.3,1.4,6.2,10.2,200.4,65.38,
99,파주,2018-02,-4.2,2.7,-11.3,9.6,-20.6,28.6,24.1,1.7,6.6,11.3,216.3,71.55,
99,파주,2018-03,5.8,12.4,.1,21.1,-9.7,36.3,14.1,2,7.2,12.4,207.8,56.01,
99,파주,2018-04,10.6,17.7,4.3,25.3,-3.8,122.4,55.2,2.2,10.1,18,220.8,55.83,
99,파주,2018-05,16,22.6,10.3,29.9,4.5,208.2,68.8,1.8,7.2,12.4,236,53.53,
99,파주,2018-06,20.8,27.4,15.7,31,11.8,137,73,1.5,6.8,11.5,230.2,51.98,
99,파주,2018-07,25.5,30.9,21.5,36.7,14.8,127.4,39.1,1.4,4.9,8.6,245.2,54.55,
99,파주,2018-08,26.5,32.2,22.3,37.6,16.6,129.5,60.1,1.4,6.4,9.8,230.2,56.37,
99,파주,2018-09,19.2,25.8,14,30.1,6.9,50.3,21.5,1.3,6,10.9,220.6,59.09,
99,파주,2018-10,10.3,18.4,4.1,25.5,-3.1,102,29.9,1.2,6.6,11.2,220.4,63.33,
99,파주,2018-11,5,12.4,-.7,19.4,-8.3,50.5,35.6,1,5.7,9.8,165.2,54.16,
99,파주,2018-12,-3.2,3.3,-9,11.4,-17.7,11.2,5.6,1.2,6.4,9.7,199.7,67.01,
100,대관령,2010-01,-8.2,-2.8,-14.4,8,-24,38.9,13.1,4.5,15.1,23.8,196.1,63.86,313.27
100,대관령,2010-02,-3.8,.8,-9,14.2,-20.5,68.6,27.1,3.3,12.1,17.8,138.8,45.88,309.92
100,대관령,2010-03,-1,2.8,-4.7,13.8,-14,141.6,33.8,4.1,14.2,23.3,125.5,33.84,406.85
100,대관령,2010-04,4.4,9.8,-.8,18.5,-6.6,43,14,4.1,15.1,23.7,174.4,44.14,515.35
100,대관령,2010-05,12.6,18.3,6.7,27.3,-.6,122.6,74,3.9,15.5,24.5,201.3,45.71,620.22
100,대관령,2010-06,17.5,23.8,11.1,26.9,-1.7,26.5,7.5,2.1,8.6,13.1,238.4,53.89,683.42
100,대관령,2010-07,21,24.9,18.1,29.2,12.9,115.4,36.5,3.5,9.4,15,123.8,27.57,511.04
100,대관령,2010-08,22.2,26.1,19.3,30.1,14.6,243.7,45,2.9,11.7,17,98.6,23.39,400.35
100,대관령,2010-09,15.9,20.9,11.6,29,-.1,332.8,85,2.4,18.1,26.7,137.6,36.87,396.63
100,대관령,2010-10,8.7,14.6,3.7,22,-6.2,32.9,10.5,2.4,10.4,15.7,155.8,44.73,363.57
100,대관령,2010-11,1.9,7.3,-3.7,13.5,-10.1,31.2,17.5,4.7,16,24.9,230.1,75.34,347.88
100,대관령,2010-12,-4.3,.2,-9.4,11.2,-19.4,20.1,6.2,5.6,16.4,24.4,179.2,60.01,266.33
100,대관령,2011-01,-11.2,-5.9,-17.4,.2,-23.6,11.5,5.5,4.5,15,22.3,235.9,76.87,356.81
100,대관령,2011-02,-3.5,2.2,-9.7,12.4,-23.8,87.2,34.1,2.9,11.2,16.1,163.7,54.13,343.11
100,대관령,2011-03,-1.3,3.6,-7.4,14.8,-21.1,26.7,15.3,4.4,13.7,21.5,238.3,64.3,546.01
100,대관령,2011-04,5.7,11.3,.2,19.2,-5.8,152.8,76.5,4.2,13.8,22.8,201.4,50.99,535.51
100,대관령,2011-05,12.6,18,7.2,24.2,-.4,125,42,4,13.5,21.3,173.9,39.53,557.47
100,대관령,2011-06,17.1,22.3,11.9,27,7.7,390.5,126.5,3.5,12.6,19.9,197.3,44.6,596.74
