"model","focal_variable","species","focal_value","estimate","lower_95","upper_95"
"climate_ratio_only","ratio_sun_z","cerana",1.07876659850116,8.17404436809369,2.95285640438576,19.0433305202286
"climate_ratio_only","ratio_sun_z","cerana",1.12819508475651,8.14338828566794,2.93859021332354,18.9710198653257
"climate_ratio_only","ratio_sun_z","cerana",1.17762357101186,8.11291604574656,2.93893528198469,18.9314754393977
"climate_ratio_only","ratio_sun_z","cerana",1.2270520572672,8.08262646182952,2.93974056637096,18.9052237417497
"climate_ratio_only","ratio_sun_z","cerana",1.27648054352255,8.05251835579736,2.93615941396464,18.9309689459624
"climate_ratio_only","ratio_sun_z","cerana",1.3259090297779,8.02259055784527,2.92412922207,18.9567726291141
"climate_ratio_only","ratio_sun_z","cerana",1.37533751603325,7.9928419064178,2.91217548447764,18.9826347851169
"climate_ratio_only","ratio_sun_z","cerana",1.42476600228859,7.9632712481442,2.90354822985179,19.0085554083873
"climate_ratio_only","ratio_sun_z","cerana",1.47419448854394,7.93387743777422,2.89903527882543,19.0345344938439
"climate_ratio_only","ratio_sun_z","cerana",1.52362297479929,7.90465933811467,2.89453397116335,18.9663447381721
"climate_ratio_only","ratio_sun_z","mellifera",-2.38122743937317,56.7913130630253,12.9017464038965,167.385221196344
"climate_ratio_only","ratio_sun_z","mellifera",-2.33179895311782,56.1731595424968,12.9018282989959,163.427060748127
"climate_ratio_only","ratio_sun_z","mellifera",-2.28237046686247,55.5656779020084,12.9382724324253,159.790146659337
"climate_ratio_only","ratio_sun_z","mellifera",-2.23294198060713,54.9686641126069,12.9748311805359,158.719298921041
"climate_ratio_only","ratio_sun_z","mellifera",-2.18351349435178,54.3819187028785,13.0127960330738,158.500270085014
"climate_ratio_only","ratio_sun_z","mellifera",-2.13408500809643,53.8052466486534,13.0526883170583,154.387657745988
"climate_ratio_only","ratio_sun_z","mellifera",-2.08465652184108,53.2384572656174,13.0772799148623,151.252849315393
"climate_ratio_only","ratio_sun_z","mellifera",-2.03522803558574,52.6813641047503,13.1015759976391,147.080700909539
"climate_ratio_only","ratio_sun_z","mellifera",-1.98579954933039,52.1337848505121,13.195758038906,144.377366421387
"climate_ratio_only","ratio_sun_z","mellifera",-1.93637106307504,51.5955412217008,13.2059665109579,144.080452311384
"climate_ratio_only","ratio_sun_z","mellifera",-1.88694257681969,51.0664588749071,13.2442983173695,143.742816973386
"climate_ratio_only","ratio_sun_z","mellifera",-1.83751409056435,50.5463673104945,13.282748155437,141.589819062054
"climate_ratio_only","ratio_sun_z","mellifera",-1.788085604309,50.0350997810353,13.2753409628619,137.796984877902
"climate_ratio_only","ratio_sun_z","mellifera",-1.73865711805365,49.532493202134,13.2432595949348,136.629806572776
"climate_ratio_only","ratio_sun_z","mellifera",-1.6892286317983,49.0383880655716,13.2677621291771,135.707083089456
"climate_ratio_only","ratio_sun_z","mellifera",-1.63980014554296,48.5526283547087,13.3024453184935,134.790798289793
"climate_ratio_only","ratio_sun_z","mellifera",-1.59037165928761,48.0750614620837,13.3212313866352,133.880904498346
"climate_ratio_only","ratio_sun_z","mellifera",-1.54094317303226,47.6055381091461,13.3382441070985,132.967595954221
"climate_ratio_only","ratio_sun_z","mellifera",-1.49151468677691,47.1439122680666,13.3605786175297,130.861464336247
"climate_ratio_only","ratio_sun_z","mellifera",-1.44208620052157,46.6900410855673,13.2788895226236,128.312060562882
"climate_ratio_only","ratio_sun_z","mellifera",-1.39265771426622,46.2437848087158,13.1527904909558,125.812439074447
"climate_ratio_only","ratio_sun_z","mellifera",-1.34322922801087,45.8050067126305,13.0271761262617,123.892119995314
"climate_ratio_only","ratio_sun_z","mellifera",-1.29380074175552,45.373573030045,13.0950190914807,124.230562544542
"climate_ratio_only","ratio_sun_z","mellifera",-1.24437225550018,44.9493528826801,13.0105270089108,122.880762919634
"climate_ratio_only","ratio_sun_z","mellifera",-1.19494376924483,44.532218214375,12.983299813753,122.947169196338
"climate_ratio_only","ratio_sun_z","mellifera",-1.14551528298948,44.1220437259298,12.957424472639,123.323987930401
"climate_ratio_only","ratio_sun_z","mellifera",-1.09608679673413,43.7187068116129,12.8552658837912,121.64964247549
"climate_ratio_only","ratio_sun_z","mellifera",-1.04665831047879,43.3220874972882,12.704266559404,119.964976479687
"climate_ratio_only","ratio_sun_z","mellifera",-0.997229824223438,42.9320683801183,12.7311115705494,118.303697341891
"climate_ratio_only","ratio_sun_z","mellifera",-0.94780133796809,42.5485345698013,12.8391751435595,116.65189879558
"climate_ratio_only","ratio_sun_z","mellifera",-0.898372851712743,42.1713736313,12.6719313026591,114.973940802154
"climate_ratio_only","ratio_sun_z","mellifera",-0.848944365457395,41.8004755290229,12.6412172949017,113.241865675075
"climate_ratio_only","ratio_sun_z","mellifera",-0.799515879202047,41.4357325724191,12.5487646232077,112.349929775853
"climate_ratio_only","ratio_sun_z","mellifera",-0.7500873929467,41.0770393629479,12.4216426337499,110.540169006515
"climate_ratio_only","ratio_sun_z","mellifera",-0.700658906691352,40.7242927423869,12.4033497632375,109.279633048448
"climate_ratio_only","ratio_sun_z","mellifera",-0.651230420436005,40.3773917424435,12.3851328539007,108.448395289321
"climate_ratio_only","ratio_sun_z","mellifera",-0.601801934180657,40.0362375356344,12.373141310963,108.897511247651
"climate_ratio_only","ratio_sun_z","mellifera",-0.55237344792531,39.7007333873988,12.3640044791028,108.422009971325
"climate_ratio_only","ratio_sun_z","mellifera",-0.502944961669962,39.3707846094141,12.3844592492771,107.620178673687
"climate_ratio_only","ratio_sun_z","mellifera",-0.453516475414614,39.0462985140809,12.2630486882991,106.126111672679
"climate_ratio_only","ratio_sun_z","mellifera",-0.404087989159267,38.7271843701466,12.1433277404673,103.944720969723
"climate_ratio_only","ratio_sun_z","mellifera",-0.354659502903919,38.4133533594388,12.0829716302824,101.839280090089
"climate_ratio_only","ratio_sun_z","mellifera",-0.305231016648572,38.1047185346767,11.9444489104635,101.078950848269
"climate_ratio_only","ratio_sun_z","mellifera",-0.255802530393224,37.8011947783351,11.8075915762602,100.324389648473
"climate_ratio_only","ratio_sun_z","mellifera",-0.206374044137877,37.5026987625312,11.6784441738428,99.5395343579974
"climate_ratio_only","ratio_sun_z","mellifera",-0.156945557882529,37.2091489099084,11.5643097783469,98.8510272048529
"climate_ratio_only","ratio_sun_z","mellifera",-0.107517071627182,36.9204653554908,11.4500193720072,98.1152471316083
"climate_ratio_only","ratio_sun_z","mellifera",-0.0580885853718338,36.6365699094831,11.3387106726603,96.5393778704133
"climate_ratio_only","ratio_sun_z","mellifera",-0.00866009911648646,36.3573860209919,11.2252501629374,94.9890447946465
"climate_ratio_only","ratio_sun_z","mellifera",0.0407683871388613,36.0828387426427,11.1213516980823,93.4638332168884
"climate_ratio_only","ratio_sun_z","mellifera",0.0901968733942087,35.8128546960719,11.0131245541429,92.0541072229164
"climate_ratio_only","ratio_sun_z","mellifera",0.139625359649556,35.5473620382696,10.9060080109474,90.8629001773746
"climate_ratio_only","ratio_sun_z","mellifera",0.189053845904904,35.2862904287509,10.7999911998249,90.2165074816321
"climate_ratio_only","ratio_sun_z","mellifera",0.238482332160252,35.0295709975364,10.6392640848203,89.6102045590359
"climate_ratio_only","ratio_sun_z","mellifera",0.287910818415599,34.7771363139186,10.486692398612,88.997119088561
"climate_ratio_only","ratio_sun_z","mellifera",0.337339304670947,34.5289203559966,10.388745200525,88.6868644538936
"climate_ratio_only","ratio_sun_z","mellifera",0.386767790926294,34.2848584809574,10.2772650195228,89.310536853458
"climate_ratio_only","ratio_sun_z","mellifera",0.436196277181642,34.0448873960864,10.1750914234469,88.2296992751639
"climate_ratio_only","ratio_sun_z","mellifera",0.485624763436989,33.8089451304875,10.0678921563213,89.4610694559299
"climate_ratio_only","ratio_sun_z","mellifera",0.535053249692337,33.5769710074958,9.98709577998475,89.1903192533516
"climate_ratio_only","ratio_sun_z","mellifera",0.584481735947684,33.3489056177649,9.87768389776609,88.3965698993591
"climate_ratio_only","ratio_sun_z","mellifera",0.633910222203032,33.1246907930116,9.74955435260373,87.5142788635273
"climate_ratio_only","ratio_sun_z","mellifera",0.68333870845838,32.9042695804027,9.6198405963474,86.1011424419567
"climate_ratio_only","ratio_sun_z","mellifera",0.732767194713727,32.6875862175667,9.48029960926373,85.2917049224715
"climate_ratio_only","ratio_sun_z","mellifera",0.782195680969075,32.4745861082152,9.34965340270758,84.3746922508711
"climate_ratio_only","ratio_sun_z","mellifera",0.831624167224422,32.2652157983597,9.20704547370688,84.0676474633375
"climate_ratio_only","ratio_sun_z","mellifera",0.88105265347977,32.059422953108,9.09644513640187,84.2392064728476
"climate_ratio_only","ratio_sun_z","mellifera",0.930481139735117,31.8571563340264,8.96843325048274,84.1001805036311
"climate_ratio_only","ratio_sun_z","mellifera",0.979909625990465,31.6583657770547,8.8649685540155,83.4985681629448
"climate_ratio_only","ratio_sun_z","mellifera",1.02933811224581,31.4630021709591,8.76490504507537,83.7833719448356
"climate_ratio_only","ratio_sun_z","mellifera",1.07876659850116,31.271017436311,8.75272076806105,83.8804991714889
"climate_ratio_only","ratio_sun_z","mellifera",1.12819508475651,31.0823645049791,8.65167274752391,83.9239193508123
"climate_ratio_only","ratio_sun_z","mellifera",1.17762357101186,30.8969973001213,8.63777379994559,83.8453086957875
"climate_ratio_only","ratio_sun_z","mellifera",1.2270520572672,30.7148707166665,8.4801533822752,83.4381353973274
"climate_ratio_only","ratio_sun_z","mellifera",1.27648054352255,30.5359406022723,8.29722975517526,83.7162989554475
"climate_ratio_only","ratio_sun_z","mellifera",1.3259090297779,30.3601637387497,8.19035735941305,83.6674143205898
"climate_ratio_only","ratio_sun_z","mellifera",1.37533751603325,30.1874978239417,8.054798416406,84.1064845506323
"climate_ratio_only","ratio_sun_z","mellifera",1.42476600228859,30.0179014540473,7.91009952982803,85.5900762597057
"climate_ratio_only","ratio_sun_z","mellifera",1.47419448854394,29.8513341063785,7.72708436393105,84.7091332545045
"climate_ratio_only","ratio_sun_z","mellifera",1.52362297479929,29.6877561225419,7.61469910737639,85.12488145086
