,nearby_idx_1,nearby_idx_2,nearby_idx_3,nearby_idx_4,nearby_idx_5,nearby_idx_6,nearby_idx_7,nearby_idx_8,nearby_idx_9,nearby_idx_10,nearby_idx_11,nearby_idx_12,nearby_idx_13,nearby_idx_14,nearby_idx_15,nearby_idx_16,nearby_idx_17,nearby_idx_18,nearby_idx_19,nearby_idx_20,nearby_idx_21,nearby_idx_22,nearby_idx_23,nearby_idx_24,nearby_idx_25,nearby_idx_26,nearby_idx_27,nearby_idx_28
711,559.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,913.0,885.0,948.0,514.0,814.0,1102.0,,,,,,,,,,,,,,,,,,,,,,
715,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,73.0,46.0,149.0,31.0,202.0,203.0,403.0,439.0,744.0,815.0,919.0,920.0,939.0,940.0,,,,,,,,,,,,,,
717,754.0,260.0,775.0,491.0,490.0,860.0,889.0,820.0,1134.0,,,,,,,,,,,,,,,,,,,
718,912.0,705.0,898.0,925.0,37.0,924.0,48.0,,,,,,,,,,,,,,,,,,,,,
719,773.0,75.0,767.0,,,,,,,,,,,,,,,,,,,,,,,,,
720,259.0,113.0,1110.0,23.0,169.0,440.0,685.0,90.0,696.0,732.0,760.0,,,,,,,,,,,,,,,,,
721,10.0,753.0,558.0,568.0,54.0,102.0,50.0,20.0,1062.0,25.0,690.0,521.0,571.0,408.0,407.0,310.0,552.0,350.0,61.0,587.0,375.0,593.0,609.0,610.0,529.0,804.0,88.0,573.0
722,86.0,110.0,1083.0,763.0,,,,,,,,,,,,,,,,,,,,,,,,
723,694.0,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,
724,96.0,670.0,,,,,,,,,,,,,,,,,,,,,,,,,,
725,850.0,764.0,693.0,710.0,,,,,,,,,,,,,,,,,,,,,,,,
726,56.0,184.0,189.0,,,,,,,,,,,,,,,,,,,,,,,,,
727,212.0,349.0,187.0,728.0,1001.0,223.0,320.0,,,,,,,,,,,,,,,,,,,,,
728,349.0,187.0,727.0,1001.0,121.0,320.0,,,,,,,,,,,,,,,,,,,,,,
729,346.0,859.0,436.0,185.0,1051.0,557.0,,,,,,,,,,,,,,,,,,,,,,
730,749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,828.0,204.0,243.0,853.0,656.0,,,,,,,,,,,,,,,,,,,,,,,
732,259.0,113.0,1110.0,23.0,169.0,440.0,685.0,720.0,90.0,696.0,1123.0,1122.0,760.0,,,,,,,,,,,,,,,
733,806.0,434.0,822.0,878.0,812.0,941.0,682.0,,,,,,,,,,,,,,,,,,,,,
734,737.0,736.0,,,,,,,,,,,,,,,,,,,,,,,,,,
735,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,737.0,734.0,,,,,,,,,,,,,,,,,,,,,,,,,,
737,736.0,734.0,,,,,,,,,,,,,,,,,,,,,,,,,,
738,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,1012.0,327.0,323.0,283.0,188.0,207.0,282.0,118.0,278.0,340.0,341.0,342.0,162.0,279.0,353.0,563.0,362.0,288.0,232.0,233.0,166.0,322.0,,,,,,
740,979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,92.0,1032.0,,,,,,,,,,,,,,,,,,,,,,,,,,
742,472.0,316.0,,,,,,,,,,,,,,,,,,,,,,,,,,
743,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,73.0,46.0,149.0,31.0,202.0,203.0,403.0,439.0,716.0,815.0,919.0,920.0,939.0,940.0,,,,,,,,,,,,,,
745,675.0,970.0,507.0,774.0,,,,,,,,,,,,,,,,,,,,,,,,
746,516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,789.0,695.0,,,,,,,,,,,,,,,,,,,,,,,,,,
748,242.0,275.0,454.0,453.0,311.0,150.0,633.0,1138.0,631.0,443.0,698.0,1094.0,944.0,195.0,457.0,637.0,632.0,,,,,,,,,,,
749,730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,977.0,1061.0,,,,,,,,,,,,,,,,,,,,,,,,,,
751,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,558.0,568.0,102.0,348.0,1062.0,25.0,690.0,521.0,571.0,926.0,794.0,309.0,466.0,299.0,408.0,266.0,407.0,310.0,298.0,520.0,134.0,1124.0,552.0,61.0,587.0,28.0,721.0,88.0
754,260.0,775.0,491.0,490.0,860.0,889.0,820.0,1134.0,717.0,,,,,,,,,,,,,,,,,,,
755,664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,163.0,886.0,915.0,476.0,125.0,270.0,122.0,128.0,391.0,530.0,,,,,,,,,,,,,,,,,,
757,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,12.0,69.0,139.0,317.0,7.0,683.0,496.0,649.0,1080.0,13.0,,,,,,,,,,,,,,,,,,
759,119.0,656.0,678.0,700.0,793.0,,,,,,,,,,,,,,,,,,,,,,,
760,259.0,113.0,1110.0,23.0,169.0,440.0,685.0,720.0,90.0,696.0,732.0,1123.0,1122.0,,,,,,,,,,,,,,,
761,808.0,921.0,1096.0,1126.0,,,,,,,,,,,,,,,,,,,,,,,,
762,518.0,179.0,493.0,244.0,268.0,269.0,425.0,455.0,194.0,798.0,517.0,,,,,,,,,,,,,,,,,
763,86.0,110.0,1083.0,722.0,,,,,,,,,,,,,,,,,,,,,,,,
764,850.0,725.0,693.0,710.0,,,,,,,,,,,,,,,,,,,,,,,,
765,494.0,1064.0,582.0,541.0,621.0,59.0,622.0,974.0,576.0,630.0,899.0,273.0,1108.0,,,,,,,,,,,,,,,
766,36.0,950.0,197.0,,,,,,,,,,,,,,,,,,,,,,,,,
767,719.0,773.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,
768,324.0,80.0,82.0,2.0,371.0,599.0,785.0,1100.0,1104.0,1105.0,1106.0,1115.0,1119.0,1148.0,555.0,1015.0,469.0,1156.0,164.0,271.0,497.0,,,,,,,
769,346.0,662.0,,,,,,,,,,,,,,,,,,,,,,,,,,
770,771.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,719.0,75.0,767.0,,,,,,,,,,,,,,,,,,,,,,,,,
774,675.0,970.0,507.0,745.0,,,,,,,,,,,,,,,,,,,,,,,,
775,754.0,260.0,491.0,490.0,860.0,889.0,820.0,1134.0,717.0,,,,,,,,,,,,,,,,,,,
776,894.0,36.0,963.0,,,,,,,,,,,,,,,,,,,,,,,,,
777,896.0,657.0,527.0,666.0,914.0,,,,,,,,,,,,,,,,,,,,,,,
778,955.0,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,
779,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,1077.0,406.0,1158.0,161.0,0.0,21.0,4.0,,,,,,,,,,,,,,,,,,,,,
782,916.0,797.0,843.0,528.0,956.0,,,,,,,,,,,,,,,,,,,,,,,
783,686.0,1042.0,1103.0,951.0,982.0,463.0,887.0,,,,,,,,,,,,,,,,,,,,,
784,368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,324.0,80.0,82.0,2.0,371.0,599.0,768.0,1100.0,1104.0,1105.0,1106.0,1115.0,1119.0,1148.0,555.0,1015.0,469.0,1156.0,164.0,271.0,497.0,,,,,,,
786,938.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,834.0,382.0,501.0,365.0,430.0,431.0,,,,,,,,,,,,,,,,,,,,,,
788,902.0,1093.0,1097.0,706.0,992.0,556.0,562.0,600.0,605.0,,,,,,,,,,,,,,,,,,,
789,747.0,695.0,,,,,,,,,,,,,,,,,,,,,,,,,,
790,132.0,237.0,252.0,332.0,487.0,602.0,613.0,475.0,629.0,,,,,,,,,,,,,,,,,,,
791,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,759.0,656.0,678.0,700.0,,,,,,,,,,,,,,,,,,,,,,,,
794,753.0,558.0,568.0,102.0,309.0,466.0,299.0,266.0,298.0,520.0,134.0,1124.0,28.0,,,,,,,,,,,,,,,
795,796.0,1078.0,,,,,,,,,,,,,,,,,,,,,,,,,,
796,928.0,663.0,795.0,,,,,,,,,,,,,,,,,,,,,,,,,
797,916.0,782.0,843.0,,,,,,,,,,,,,,,,,,,,,,,,,
798,518.0,179.0,493.0,244.0,268.0,269.0,425.0,455.0,762.0,194.0,508.0,512.0,378.0,517.0,803.0,325.0,312.0,509.0,,,,,,,,,,
799,929.0,973.0,254.0,253.0,935.0,95.0,60.0,1002.0,1099.0,,,,,,,,,,,,,,,,,,,
800,372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,410.0,813.0,953.0,,,,,,,,,,,,,,,,,,,,,,,,,
802,126.0,136.0,367.0,66.0,334.0,,,,,,,,,,,,,,,,,,,,,,,
803,508.0,798.0,400.0,479.0,478.0,512.0,378.0,517.0,458.0,424.0,498.0,325.0,465.0,387.0,312.0,509.0,524.0,553.0,578.0,554.0,,,,,,,,
804,10.0,54.0,50.0,20.0,1062.0,25.0,690.0,521.0,571.0,408.0,407.0,310.0,552.0,350.0,61.0,587.0,375.0,721.0,593.0,609.0,610.0,529.0,88.0,335.0,573.0,,,
805,848.0,879.0,,,,,,,,,,,,,,,,,,,,,,,,,,
806,434.0,822.0,733.0,878.0,812.0,941.0,682.0,,,,,,,,,,,,,,,,,,,,,
807,380.0,1118.0,296.0,369.0,,,,,,,,,,,,,,,,,,,,,,,,
808,761.0,921.0,1096.0,1126.0,,,,,,,,,,,,,,,,,,,,,,,,
809,1021.0,892.0,1022.0,831.0,1024.0,1025.0,1058.0,1057.0,1053.0,1023.0,1019.0,1020.0,,,,,,,,,,,,,,,,
810,526.0,445.0,447.0,354.0,,,,,,,,,,,,,,,,,,,,,,,,
811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,806.0,434.0,822.0,733.0,878.0,941.0,682.0,,,,,,,,,,,,,,,,,,,,,
813,410.0,801.0,953.0,,,,,,,,,,,,,,,,,,,,,,,,,
814,913.0,885.0,948.0,714.0,514.0,1102.0,,,,,,,,,,,,,,,,,,,,,,
815,73.0,46.0,149.0,31.0,202.0,203.0,403.0,439.0,716.0,744.0,919.0,920.0,939.0,940.0,,,,,,,,,,,,,,
816,19.0,867.0,1017.0,985.0,817.0,1085.0,,,,,,,,,,,,,,,,,,,,,,
817,816.0,867.0,1017.0,985.0,315.0,1085.0,,,,,,,,,,,,,,,,,,,,,,
818,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,971.0,852.0,931.0,,,,,,,,,,,,,,,,,,,,,,,,,
820,754.0,260.0,775.0,491.0,490.0,860.0,889.0,1134.0,717.0,,,,,,,,,,,,,,,,,,,
821,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,806.0,434.0,733.0,878.0,812.0,941.0,682.0,,,,,,,,,,,,,,,,,,,,,
823,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,826.0,1013.0,1113.0,1071.0,,,,,,,,,,,,,,,,,,,,,,,,
826,825.0,1013.0,1113.0,1071.0,,,,,,,,,,,,,,,,,,,,,,,,
827,964.0,845.0,384.0,386.0,385.0,881.0,347.0,949.0,30.0,239.0,,,,,,,,,,,,,,,,,,
828,204.0,243.0,853.0,119.0,656.0,731.0,,,,,,,,,,,,,,,,,,,,,,
829,368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,19.0,183.0,294.0,295.0,426.0,840.0,986.0,315.0,,,,,,,,,,,,,,,,,,,,
831,1021.0,892.0,809.0,1058.0,1053.0,1019.0,1020.0,,,,,,,,,,,,,,,,,,,,,
832,464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,382.0,787.0,501.0,365.0,430.0,431.0,,,,,,,,,,,,,,,,,,,,,,
835,842.0,945.0,,,,,,,,,,,,,,,,,,,,,,,,,,
836,704.0,1130.0,996.0,,,,,,,,,,,,,,,,,,,,,,,,,
837,142.0,361.0,846.0,672.0,70.0,689.0,954.0,,,,,,,,,,,,,,,,,,,,,
838,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,19.0,183.0,294.0,295.0,426.0,830.0,986.0,315.0,,,,,,,,,,,,,,,,,,,,
841,1088.0,231.0,481.0,893.0,,,,,,,,,,,,,,,,,,,,,,,,
842,835.0,945.0,,,,,,,,,,,,,,,,,,,,,,,,,,
843,916.0,797.0,782.0,528.0,956.0,,,,,,,,,,,,,,,,,,,,,,,
844,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,964.0,827.0,384.0,386.0,385.0,881.0,347.0,949.0,30.0,239.0,,,,,,,,,,,,,,,,,,
846,142.0,837.0,361.0,672.0,70.0,689.0,954.0,,,,,,,,,,,,,,,,,,,,,
847,180.0,660.0,1040.0,26.0,45.0,205.0,665.0,230.0,213.0,681.0,121.0,679.0,262.0,,,,,,,,,,,,,,,
848,805.0,879.0,,,,,,,,,,,,,,,,,,,,,,,,,,
849,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,764.0,725.0,693.0,710.0,,,,,,,,,,,,,,,,,,,,,,,,
851,923.0,339.0,958.0,,,,,,,,,,,,,,,,,,,,,,,,,
852,971.0,819.0,931.0,,,,,,,,,,,,,,,,,,,,,,,,,
853,828.0,204.0,243.0,119.0,656.0,731.0,,,,,,,,,,,,,,,,,,,,,,
854,911.0,910.0,909.0,908.0,906.0,855.0,960.0,961.0,905.0,,,,,,,,,,,,,,,,,,,
855,911.0,910.0,909.0,908.0,906.0,854.0,960.0,961.0,905.0,,,,,,,,,,,,,,,,,,,
856,435.0,1033.0,1117.0,907.0,962.0,998.0,873.0,,,,,,,,,,,,,,,,,,,,,
857,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,346.0,729.0,436.0,185.0,557.0,,,,,,,,,,,,,,,,,,,,,,,
860,754.0,260.0,775.0,491.0,490.0,889.0,820.0,1134.0,717.0,,,,,,,,,,,,,,,,,,,
861,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,588.0,583.0,579.0,601.0,81.0,1137.0,590.0,199.0,513.0,511.0,598.0,,,,,,,,,,,,,,,,,
864,1149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,272.0,966.0,1037.0,,,,,,,,,,,,,,,,,,,,,,,,,
866,1003.0,130.0,611.0,,,,,,,,,,,,,,,,,,,,,,,,,
867,816.0,19.0,1017.0,985.0,315.0,817.0,1085.0,,,,,,,,,,,,,,,,,,,,,
868,62.0,607.0,531.0,569.0,459.0,503.0,505.0,635.0,24.0,41.0,42.0,93.0,94.0,542.0,,,,,,,,,,,,,,
869,1074.0,155.0,1014.0,,,,,,,,,,,,,,,,,,,,,,,,,
870,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,856.0,907.0,962.0,998.0,997.0,,,,,,,,,,,,,,,,,,,,,,,
874,654.0,8.0,111.0,109.0,,,,,,,,,,,,,,,,,,,,,,,,
875,1116.0,978.0,1034.0,,,,,,,,,,,,,,,,,,,,,,,,,
876,900.0,344.0,,,,,,,,,,,,,,,,,,,,,,,,,,
877,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,806.0,434.0,822.0,733.0,812.0,941.0,682.0,,,,,,,,,,,,,,,,,,,,,
879,848.0,805.0,,,,,,,,,,,,,,,,,,,,,,,,,,
880,987.0,519.0,544.0,929.0,,,,,,,,,,,,,,,,,,,,,,,,
881,845.0,827.0,384.0,386.0,385.0,159.0,347.0,949.0,248.0,30.0,239.0,,,,,,,,,,,,,,,,,
882,71.0,586.0,226.0,357.0,669.0,,,,,,,,,,,,,,,,,,,,,,,
883,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,364.0,328.0,429.0,423.0,220.0,186.0,15.0,247.0,,,,,,,,,,,,,,,,,,,,
885,913.0,948.0,714.0,514.0,814.0,1102.0,,,,,,,,,,,,,,,,,,,,,,
886,163.0,915.0,476.0,125.0,270.0,122.0,128.0,391.0,530.0,756.0,,,,,,,,,,,,,,,,,,
887,686.0,1042.0,783.0,1103.0,951.0,982.0,463.0,,,,,,,,,,,,,,,,,,,,,
888,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,754.0,260.0,775.0,491.0,490.0,860.0,820.0,1134.0,717.0,,,,,,,,,,,,,,,,,,,
890,950.0,197.0,319.0,,,,,,,,,,,,,,,,,,,,,,,,,
891,684.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,1021.0,1022.0,831.0,1024.0,1025.0,809.0,1058.0,1057.0,1053.0,1023.0,1019.0,1020.0,,,,,,,,,,,,,,,,
893,1088.0,841.0,481.0,,,,,,,,,,,,,,,,,,,,,,,,,
894,258.0,776.0,1089.0,36.0,963.0,1060.0,,,,,,,,,,,,,,,,,,,,,,
895,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,777.0,657.0,666.0,914.0,,,,,,,,,,,,,,,,,,,,,,,,
897,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,718.0,912.0,705.0,925.0,37.0,924.0,48.0,,,,,,,,,,,,,,,,,,,,,
899,541.0,59.0,273.0,765.0,,,,,,,,,,,,,,,,,,,,,,,,
900,876.0,344.0,,,,,,,,,,,,,,,,,,,,,,,,,,
901,285.0,623.0,206.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,
902,788.0,1093.0,1097.0,706.0,992.0,556.0,562.0,600.0,605.0,,,,,,,,,,,,,,,,,,,
903,1128.0,482.0,1121.0,,,,,,,,,,,,,,,,,,,,,,,,,
904,917.0,933.0,301.0,968.0,211.0,615.0,488.0,703.0,1008.0,1044.0,,,,,,,,,,,,,,,,,,
905,911.0,910.0,909.0,908.0,906.0,855.0,854.0,960.0,961.0,,,,,,,,,,,,,,,,,,,
906,911.0,910.0,909.0,908.0,855.0,854.0,960.0,961.0,905.0,,,,,,,,,,,,,,,,,,,
907,435.0,1033.0,1117.0,856.0,962.0,998.0,873.0,,,,,,,,,,,,,,,,,,,,,
908,911.0,910.0,909.0,906.0,855.0,854.0,960.0,961.0,905.0,,,,,,,,,,,,,,,,,,,
909,911.0,910.0,908.0,906.0,855.0,854.0,960.0,961.0,905.0,,,,,,,,,,,,,,,,,,,
910,911.0,909.0,908.0,906.0,855.0,854.0,960.0,961.0,905.0,,,,,,,,,,,,,,,,,,,
911,910.0,909.0,908.0,906.0,855.0,854.0,960.0,961.0,905.0,,,,,,,,,,,,,,,,,,,
912,718.0,705.0,898.0,925.0,37.0,924.0,48.0,,,,,,,,,,,,,,,,,,,,,
913,885.0,948.0,714.0,514.0,814.0,946.0,44.0,57.0,58.0,133.0,200.0,1073.0,,,,,,,,,,,,,,,,
914,777.0,896.0,657.0,527.0,666.0,,,,,,,,,,,,,,,,,,,,,,,
915,886.0,106.0,476.0,125.0,270.0,122.0,128.0,548.0,391.0,530.0,756.0,1056.0,276.0,,,,,,,,,,,,,,,
916,797.0,782.0,843.0,528.0,956.0,,,,,,,,,,,,,,,,,,,,,,,
917,933.0,301.0,968.0,211.0,904.0,488.0,703.0,1008.0,1044.0,,,,,,,,,,,,,,,,,,,
918,965.0,1026.0,1027.0,1028.0,,,,,,,,,,,,,,,,,,,,,,,,
919,73.0,46.0,149.0,31.0,202.0,203.0,403.0,439.0,716.0,744.0,815.0,920.0,939.0,940.0,,,,,,,,,,,,,,
920,73.0,46.0,149.0,31.0,202.0,203.0,403.0,439.0,716.0,744.0,815.0,919.0,939.0,940.0,,,,,,,,,,,,,,
921,761.0,808.0,1096.0,1126.0,,,,,,,,,,,,,,,,,,,,,,,,
922,286.0,1035.0,549.0,404.0,405.0,536.0,550.0,540.0,538.0,,,,,,,,,,,,,,,,,,,
923,339.0,958.0,851.0,,,,,,,,,,,,,,,,,,,,,,,,,
924,718.0,912.0,705.0,898.0,925.0,37.0,48.0,,,,,,,,,,,,,,,,,,,,,
925,718.0,912.0,705.0,898.0,37.0,924.0,48.0,,,,,,,,,,,,,,,,,,,,,
926,753.0,558.0,568.0,178.0,102.0,348.0,674.0,,,,,,,,,,,,,,,,,,,,,
927,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,663.0,796.0,,,,,,,,,,,,,,,,,,,,,,,,,,
929,987.0,519.0,544.0,880.0,60.0,799.0,1002.0,1099.0,,,,,,,,,,,,,,,,,,,,
930,47.0,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,
931,971.0,819.0,852.0,,,,,,,,,,,,,,,,,,,,,,,,,
932,96.0,641.0,,,,,,,,,,,,,,,,,,,,,,,,,,
933,917.0,301.0,968.0,211.0,904.0,488.0,703.0,1008.0,1044.0,,,,,,,,,,,,,,,,,,,
934,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,1091.0,606.0,973.0,254.0,620.0,617.0,1092.0,253.0,448.0,95.0,60.0,799.0,1002.0,1099.0,,,,,,,,,,,,,,
936,297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,73.0,46.0,149.0,31.0,202.0,203.0,403.0,439.0,716.0,744.0,815.0,919.0,920.0,940.0,,,,,,,,,,,,,,
940,73.0,46.0,149.0,31.0,202.0,203.0,403.0,439.0,716.0,744.0,815.0,919.0,920.0,939.0,,,,,,,,,,,,,,
941,806.0,434.0,822.0,733.0,878.0,812.0,682.0,,,,,,,,,,,,,,,,,,,,,
942,654.0,8.0,347.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,
943,964.0,947.0,355.0,,,,,,,,,,,,,,,,,,,,,,,,,
944,242.0,275.0,454.0,453.0,311.0,150.0,748.0,633.0,631.0,443.0,698.0,1094.0,195.0,457.0,637.0,632.0,,,,,,,,,,,,
945,835.0,842.0,,,,,,,,,,,,,,,,,,,,,,,,,,
946,913.0,514.0,44.0,57.0,58.0,133.0,200.0,413.0,1073.0,,,,,,,,,,,,,,,,,,,
947,1032.0,943.0,504.0,257.0,355.0,159.0,248.0,,,,,,,,,,,,,,,,,,,,,
948,913.0,885.0,714.0,514.0,814.0,1102.0,,,,,,,,,,,,,,,,,,,,,,
949,845.0,827.0,384.0,386.0,385.0,159.0,881.0,347.0,248.0,30.0,239.0,,,,,,,,,,,,,,,,,
950,766.0,890.0,197.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,
951,686.0,1042.0,783.0,1103.0,982.0,463.0,887.0,251.0,293.0,196.0,5.0,1000.0,16.0,,,,,,,,,,,,,,,
952,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,410.0,813.0,801.0,,,,,,,,,,,,,,,,,,,,,,,,,
954,142.0,837.0,361.0,846.0,672.0,70.0,689.0,1047.0,,,,,,,,,,,,,,,,,,,,
955,778.0,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,
956,916.0,782.0,843.0,528.0,,,,,,,,,,,,,,,,,,,,,,,,
957,556.0,562.0,600.0,605.0,,,,,,,,,,,,,,,,,,,,,,,,
958,923.0,339.0,851.0,,,,,,,,,,,,,,,,,,,,,,,,,
959,1051.0,1131.0,241.0,,,,,,,,,,,,,,,,,,,,,,,,,
960,911.0,910.0,909.0,908.0,906.0,855.0,854.0,961.0,905.0,,,,,,,,,,,,,,,,,,,
961,911.0,910.0,909.0,908.0,906.0,855.0,854.0,960.0,905.0,,,,,,,,,,,,,,,,,,,
962,435.0,1033.0,1117.0,856.0,907.0,998.0,873.0,,,,,,,,,,,,,,,,,,,,,
963,258.0,776.0,1089.0,894.0,1060.0,,,,,,,,,,,,,,,,,,,,,,,
964,611.0,17.0,943.0,845.0,827.0,384.0,386.0,385.0,,,,,,,,,,,,,,,,,,,,
965,918.0,1026.0,1027.0,1028.0,,,,,,,,,,,,,,,,,,,,,,,,
966,272.0,865.0,1037.0,,,,,,,,,,,,,,,,,,,,,,,,,
967,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,917.0,933.0,301.0,211.0,904.0,488.0,703.0,1008.0,1044.0,,,,,,,,,,,,,,,,,,,
969,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,675.0,507.0,774.0,745.0,,,,,,,,,,,,,,,,,,,,,,,,
971,819.0,852.0,931.0,,,,,,,,,,,,,,,,,,,,,,,,,
972,1067.0,9.0,209.0,319.0,,,,,,,,,,,,,,,,,,,,,,,,
973,1091.0,606.0,254.0,620.0,617.0,1092.0,253.0,935.0,448.0,95.0,60.0,799.0,1002.0,1099.0,,,,,,,,,,,,,,
974,612.0,460.0,494.0,1064.0,582.0,621.0,622.0,576.0,630.0,273.0,1108.0,765.0,,,,,,,,,,,,,,,,
975,238.0,305.0,152.0,356.0,112.0,988.0,,,,,,,,,,,,,,,,,,,,,,
976,872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,750.0,1061.0,,,,,,,,,,,,,,,,,,,,,,,,,,
978,1116.0,875.0,1034.0,,,,,,,,,,,,,,,,,,,,,,,,,
979,740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,215.0,216.0,451.0,1098.0,,,,,,,,,,,,,,,,,,,,,,,,
981,326.0,146.0,145.0,402.0,,,,,,,,,,,,,,,,,,,,,,,,
982,686.0,1042.0,783.0,1103.0,951.0,463.0,887.0,,,,,,,,,,,,,,,,,,,,,
983,456.0,67.0,470.0,984.0,,,,,,,,,,,,,,,,,,,,,,,,
984,456.0,67.0,470.0,983.0,,,,,,,,,,,,,,,,,,,,,,,,
985,816.0,867.0,1017.0,315.0,817.0,1085.0,,,,,,,,,,,,,,,,,,,,,,
986,19.0,183.0,294.0,295.0,426.0,830.0,840.0,315.0,,,,,,,,,,,,,,,,,,,,
987,519.0,544.0,880.0,929.0,,,,,,,,,,,,,,,,,,,,,,,,
988,238.0,975.0,305.0,152.0,356.0,112.0,,,,,,,,,,,,,,,,,,,,,,
989,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,259.0,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,
991,116.0,123.0,32.0,1055.0,65.0,89.0,74.0,,,,,,,,,,,,,,,,,,,,,
992,788.0,902.0,1093.0,1097.0,706.0,556.0,562.0,600.0,605.0,,,,,,,,,,,,,,,,,,,
993,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,1148.0,555.0,1015.0,469.0,164.0,271.0,497.0,,,,,,,,,,,,,,,,,,,,,
995,1076.0,76.0,227.0,1041.0,,,,,,,,,,,,,,,,,,,,,,,,
996,836.0,704.0,1130.0,,,,,,,,,,,,,,,,,,,,,,,,,
997,873.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,435.0,1033.0,1117.0,856.0,907.0,962.0,873.0,,,,,,,,,,,,,,,,,,,,,
999,640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,951.0,463.0,293.0,196.0,5.0,16.0,,,,,,,,,,,,,,,,,,,,,,
1001,349.0,187.0,727.0,728.0,121.0,320.0,,,,,,,,,,,,,,,,,,,,,,
1002,929.0,973.0,254.0,253.0,935.0,95.0,60.0,799.0,1099.0,,,,,,,,,,,,,,,,,,,
