index,Latitude,Longitude,nearby_idx_1,nearby_idx_2,nearby_idx_3,nearby_idx_4,nearby_idx_5,nearby_idx_6,nearby_idx_7,nearby_idx_8,nearby_idx_9,nearby_idx_10,nearby_idx_11,nearby_idx_12,nearby_idx_13,nearby_idx_14,nearby_idx_15,nearby_idx_16,nearby_idx_17,nearby_idx_18,nearby_idx_19,nearby_idx_20,nearby_idx_21,nearby_idx_22,nearby_idx_23,nearby_idx_24,nearby_idx_25,nearby_idx_26,nearby_idx_27,nearby_idx_28
205,36.3321473,128.8067483,11.0,180.0,660.0,847.0,1040.0,26.0,45.0,230.0,213.0,681.0,121.0,679.0,262.0,29.0,,,,,,,,,,,,,,
206,37.7267059,126.9116461,285.0,623.0,901.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,
207,34.7026119,127.1659258,1012.0,327.0,323.0,283.0,188.0,282.0,118.0,278.0,340.0,341.0,342.0,162.0,739.0,279.0,353.0,563.0,362.0,288.0,232.0,233.0,166.0,322.0,,,,,,
208,34.3936351,126.5418454,697.0,1111.0,,,,,,,,,,,,,,,,,,,,,,,,,,
209,37.6020683,127.9591221,1067.0,972.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,
210,36.4785066,129.1679121,79.0,218.0,418.0,135.0,591.0,547.0,546.0,101.0,14.0,3.0,,,,,,,,,,,,,,,,,,
211,36.9635809,127.9320017,917.0,933.0,301.0,968.0,904.0,488.0,703.0,1008.0,1044.0,,,,,,,,,,,,,,,,,,,
212,36.3231567,128.8736824,187.0,727.0,223.0,121.0,,,,,,,,,,,,,,,,,,,,,,,,
213,36.3321473,128.8067483,11.0,180.0,660.0,847.0,1040.0,26.0,45.0,205.0,230.0,681.0,121.0,679.0,262.0,29.0,,,,,,,,,,,,,,
214,35.2867911,126.5237272,1011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,35.0878407,127.6114145,216.0,451.0,980.0,1098.0,,,,,,,,,,,,,,,,,,,,,,,,
216,35.0878407,127.6114145,215.0,451.0,980.0,1098.0,,,,,,,,,,,,,,,,,,,,,,,,
217,35.1849378,127.3547925,533.0,1153.0,274.0,307.0,616.0,500.0,510.0,338.0,565.0,564.0,,,,,,,,,,,,,,,,,,
218,36.4785066,129.1679121,79.0,210.0,418.0,135.0,591.0,547.0,546.0,101.0,14.0,3.0,,,,,,,,,,,,,,,,,,
219,37.3411588,126.7220994,246.0,201.0,,,,,,,,,,,,,,,,,,,,,,,,,,
220,37.5558764,127.5817911,287.0,364.0,328.0,429.0,423.0,422.0,329.0,186.0,330.0,421.0,15.0,247.0,884.0,,,,,,,,,,,,,,,
221,37.2772238,128.1975847,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,35.121549,127.3677518,534.0,485.0,616.0,577.0,570.0,,,,,,,,,,,,,,,,,,,,,,,
223,36.3231567,128.8736824,212.0,187.0,727.0,121.0,,,,,,,,,,,,,,,,,,,,,,,,
224,36.4571359,129.3230741,417.0,1143.0,137.0,35.0,34.0,,,,,,,,,,,,,,,,,,,,,,,
225,35.2053772,128.1165386,895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,36.7047911,128.8286576,71.0,586.0,882.0,357.0,669.0,,,,,,,,,,,,,,,,,,,,,,,
227,38.0375603,128.5476157,995.0,1076.0,76.0,1041.0,,,,,,,,,,,,,,,,,,,,,,,,
228,37.4048732,128.1453026,401.0,314.0,345.0,264.0,395.0,492.0,506.0,148.0,411.0,480.0,394.0,502.0,462.0,131.0,461.0,634.0,374.0,495.0,,,,,,,,,,
229,36.2648464,127.404001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,36.3321473,128.8067483,11.0,180.0,660.0,847.0,1040.0,26.0,45.0,205.0,213.0,681.0,121.0,679.0,262.0,29.0,,,,,,,,,,,,,,
231,37.3526611,127.8023805,165.0,1088.0,841.0,481.0,,,,,,,,,,,,,,,,,,,,,,,,
232,34.7040567,127.1445908,1012.0,327.0,323.0,283.0,188.0,207.0,282.0,118.0,278.0,340.0,341.0,342.0,162.0,739.0,279.0,353.0,563.0,362.0,288.0,233.0,166.0,322.0,,,,,,
233,34.7040567,127.1445908,1012.0,327.0,323.0,283.0,188.0,207.0,282.0,118.0,278.0,340.0,341.0,342.0,162.0,739.0,279.0,353.0,563.0,362.0,288.0,232.0,166.0,322.0,,,,,,
234,37.9529831,128.1965588,251.0,172.0,235.0,291.0,363.0,,,,,,,,,,,,,,,,,,,,,,,
235,37.9529831,128.1965588,251.0,172.0,234.0,291.0,363.0,,,,,,,,,,,,,,,,,,,,,,,
236,37.8059381,127.8497773,240.0,654.0,8.0,347.0,30.0,,,,,,,,,,,,,,,,,,,,,,,
237,37.7120915,127.7440552,132.0,252.0,332.0,487.0,602.0,613.0,790.0,475.0,629.0,,,,,,,,,,,,,,,,,,,
238,37.5933552,128.1664828,104.0,975.0,305.0,152.0,356.0,370.0,112.0,988.0,1082.0,,,,,,,,,,,,,,,,,,,
239,37.8228476,127.9549594,159.0,881.0,347.0,949.0,248.0,30.0,,,,,,,,,,,,,,,,,,,,,,
240,37.8059381,127.8497773,236.0,654.0,8.0,347.0,30.0,,,,,,,,,,,,,,,,,,,,,,,
241,35.6899474,127.3178602,1131.0,959.0,,,,,,,,,,,,,,,,,,,,,,,,,,
242,37.3728454,128.4052788,275.0,454.0,453.0,311.0,150.0,748.0,633.0,631.0,443.0,698.0,1094.0,944.0,195.0,457.0,637.0,632.0,,,,,,,,,,,,
243,35.6019213,127.1434343,828.0,204.0,853.0,119.0,656.0,731.0,,,,,,,,,,,,,,,,,,,,,,
244,37.5631941,128.3127372,518.0,179.0,493.0,268.0,269.0,425.0,455.0,762.0,194.0,798.0,517.0,,,,,,,,,,,,,,,,,
245,34.4439909,126.5877817,1111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,37.3411588,126.7220994,219.0,201.0,,,,,,,,,,,,,,,,,,,,,,,,,,
247,37.5710458,127.6416006,364.0,328.0,429.0,423.0,220.0,186.0,15.0,884.0,,,,,,,,,,,,,,,,,,,,
248,37.8173563,128.0004157,504.0,947.0,257.0,355.0,159.0,881.0,949.0,239.0,,,,,,,,,,,,,,,,,,,,
249,37.7410335,128.0839616,1032.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,38.1922602,128.1994956,390.0,1148.0,555.0,1015.0,469.0,164.0,1147.0,271.0,497.0,499.0,,,,,,,,,,,,,,,,,,
251,37.9478221,128.142228,951.0,463.0,1102.0,172.0,234.0,235.0,291.0,363.0,,,,,,,,,,,,,,,,,,,,
252,37.7120915,127.7440552,132.0,237.0,332.0,487.0,602.0,613.0,790.0,475.0,629.0,,,,,,,,,,,,,,,,,,,
253,37.6518777,127.74339,1091.0,606.0,973.0,254.0,620.0,617.0,1092.0,935.0,448.0,95.0,60.0,799.0,1002.0,1099.0,,,,,,,,,,,,,,
254,37.6324523,127.7520913,1091.0,606.0,973.0,620.0,617.0,1092.0,253.0,935.0,448.0,95.0,60.0,799.0,1002.0,1099.0,,,,,,,,,,,,,,
255,36.6536828,128.9347622,64.0,333.0,170.0,91.0,572.0,1004.0,55.0,265.0,595.0,619.0,673.0,,,,,,,,,,,,,,,,,
256,38.0834935,128.4610259,441.0,318.0,452.0,1076.0,76.0,,,,,,,,,,,,,,,,,,,,,,,
257,37.7953885,128.0466435,504.0,947.0,355.0,159.0,248.0,514.0,,,,,,,,,,,,,,,,,,,,,,
258,37.4405188,127.8508915,1089.0,894.0,963.0,1060.0,,,,,,,,,,,,,,,,,,,,,,,,
259,37.5066872,127.4717254,990.0,113.0,1110.0,23.0,169.0,440.0,685.0,720.0,90.0,696.0,732.0,760.0,,,,,,,,,,,,,,,,
260,35.5988084,127.3825703,658.0,676.0,754.0,775.0,491.0,490.0,860.0,889.0,820.0,1134.0,717.0,,,,,,,,,,,,,,,,,
261,37.50515,128.6013888,304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,36.3321473,128.8067483,11.0,180.0,660.0,847.0,1040.0,26.0,45.0,205.0,230.0,213.0,681.0,121.0,679.0,29.0,,,,,,,,,,,,,,
263,35.2714721,127.8166414,420.0,484.0,483.0,392.0,532.0,,,,,,,,,,,,,,,,,,,,,,,
264,37.4351307,128.1088047,395.0,506.0,62.0,148.0,411.0,480.0,394.0,502.0,462.0,131.0,228.0,503.0,461.0,505.0,635.0,24.0,41.0,42.0,634.0,374.0,495.0,,,,,,,
265,36.6966455,128.969731,170.0,255.0,55.0,595.0,619.0,673.0,,,,,,,,,,,,,,,,,,,,,,
266,37.0060873,128.9653695,753.0,558.0,568.0,102.0,794.0,309.0,466.0,299.0,298.0,520.0,134.0,1124.0,28.0,,,,,,,,,,,,,,,
267,36.9225591,128.8623667,358.0,1016.0,,,,,,,,,,,,,,,,,,,,,,,,,,
268,37.5631941,128.3127372,518.0,179.0,493.0,244.0,269.0,425.0,455.0,762.0,194.0,798.0,517.0,,,,,,,,,,,,,,,,,
269,37.5631941,128.3127372,518.0,179.0,493.0,244.0,268.0,425.0,455.0,762.0,194.0,798.0,517.0,,,,,,,,,,,,,,,,,
270,37.2534286,128.726245,163.0,886.0,915.0,476.0,125.0,122.0,128.0,391.0,530.0,756.0,,,,,,,,,,,,,,,,,,
271,38.1681838,128.1786506,324.0,80.0,82.0,2.0,371.0,599.0,768.0,785.0,1100.0,1104.0,1105.0,1106.0,1115.0,1119.0,1148.0,555.0,250.0,1015.0,469.0,1156.0,164.0,1147.0,497.0,499.0,,,,
272,35.6990304,127.590711,865.0,966.0,1037.0,,,,,,,,,,,,,,,,,,,,,,,,,
273,37.7356068,128.2378592,494.0,1064.0,582.0,541.0,621.0,59.0,622.0,974.0,576.0,630.0,899.0,1108.0,765.0,,,,,,,,,,,,,,,
274,35.2202574,127.3881185,1153.0,307.0,500.0,580.0,217.0,510.0,338.0,565.0,564.0,,,,,,,,,,,,,,,,,,,
275,37.3728454,128.4052788,242.0,454.0,453.0,311.0,150.0,748.0,633.0,631.0,443.0,698.0,1094.0,944.0,195.0,457.0,637.0,632.0,,,,,,,,,,,,
276,37.2220583,128.8218722,343.0,915.0,106.0,548.0,1056.0,,,,,,,,,,,,,,,,,,,,,,,
277,37.2597658,128.8729253,144.0,548.0,,,,,,,,,,,,,,,,,,,,,,,,,,
278,34.7026119,127.1659258,1012.0,327.0,323.0,283.0,188.0,207.0,282.0,118.0,340.0,341.0,342.0,162.0,739.0,279.0,353.0,563.0,362.0,288.0,232.0,233.0,166.0,322.0,,,,,,
279,34.7026119,127.1659258,1012.0,327.0,323.0,283.0,188.0,207.0,282.0,118.0,278.0,340.0,341.0,342.0,162.0,739.0,353.0,563.0,362.0,288.0,232.0,233.0,166.0,322.0,,,,,,
280,34.4608019,127.4680798,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,35.1749839,126.5409272,175.0,352.0,,,,,,,,,,,,,,,,,,,,,,,,,,
282,34.7026119,127.1659258,1012.0,327.0,323.0,283.0,188.0,207.0,118.0,278.0,340.0,341.0,342.0,162.0,739.0,279.0,353.0,563.0,362.0,288.0,232.0,233.0,166.0,322.0,,,,,,
283,34.7026119,127.1659258,1012.0,327.0,323.0,188.0,207.0,282.0,118.0,278.0,340.0,341.0,342.0,162.0,739.0,279.0,353.0,563.0,362.0,288.0,232.0,233.0,166.0,322.0,,,,,,
284,37.6544392,128.7821778,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,37.7267059,126.9116461,623.0,206.0,901.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,
286,34.9730223,127.1427854,1035.0,549.0,404.0,405.0,922.0,,,,,,,,,,,,,,,,,,,,,,,
287,37.5306149,127.5850392,1123.0,1122.0,364.0,328.0,429.0,423.0,422.0,329.0,220.0,186.0,330.0,421.0,381.0,1036.0,,,,,,,,,,,,,,
288,34.7026119,127.1659258,1012.0,327.0,323.0,283.0,188.0,207.0,282.0,118.0,278.0,340.0,341.0,342.0,162.0,739.0,279.0,353.0,563.0,362.0,232.0,233.0,166.0,322.0,,,,,,
289,35.8867998,128.4910476,290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,35.8867998,128.4910476,289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,37.9529831,128.1965588,251.0,172.0,234.0,235.0,363.0,,,,,,,,,,,,,,,,,,,,,,,
292,37.245738,129.0698695,574.0,415.0,,,,,,,,,,,,,,,,,,,,,,,,,,
293,38.0087006,128.1617215,951.0,463.0,196.0,5.0,1000.0,16.0,,,,,,,,,,,,,,,,,,,,,,
294,37.5893415,127.4947634,19.0,183.0,295.0,426.0,830.0,840.0,986.0,315.0,,,,,,,,,,,,,,,,,,,,
295,37.5893415,127.4947634,19.0,183.0,294.0,426.0,830.0,840.0,986.0,315.0,,,,,,,,,,,,,,,,,,,,
296,37.763285,127.5286119,807.0,380.0,1118.0,369.0,,,,,,,,,,,,,,,,,,,,,,,,
297,36.4837622,128.8900474,936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,37.0060873,128.9653695,753.0,558.0,568.0,102.0,794.0,309.0,466.0,299.0,266.0,520.0,134.0,1124.0,28.0,,,,,,,,,,,,,,,
299,37.0060873,128.9653695,753.0,558.0,568.0,102.0,794.0,309.0,466.0,266.0,298.0,520.0,134.0,1124.0,28.0,,,,,,,,,,,,,,,
300,36.6648281,127.6731019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,36.9635809,127.9320017,917.0,933.0,968.0,211.0,904.0,488.0,703.0,1008.0,1044.0,,,,,,,,,,,,,,,,,,,
302,35.3338895,129.1732717,1068.0,1142.0,,,,,,,,,,,,,,,,,,,,,,,,,,
303,34.7015684,127.0514942,366.0,396.0,427.0,388.0,373.0,525.0,567.0,337.0,,,,,,,,,,,,,,,,,,,,
304,37.50515,128.6013888,261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,37.6011843,128.2265769,238.0,975.0,152.0,356.0,112.0,988.0,,,,,,,,,,,,,,,,,,,,,,
306,36.3645223,129.3873596,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,35.1849378,127.3547925,533.0,1153.0,274.0,616.0,500.0,217.0,510.0,338.0,565.0,564.0,,,,,,,,,,,,,,,,,,
308,37.4431918,128.8718084,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,37.0060873,128.9653695,753.0,558.0,568.0,102.0,794.0,466.0,299.0,266.0,298.0,520.0,134.0,1124.0,28.0,,,,,,,,,,,,,,,
310,36.9786453,128.85124,10.0,753.0,558.0,568.0,54.0,102.0,50.0,20.0,1062.0,25.0,690.0,521.0,571.0,408.0,407.0,552.0,350.0,61.0,587.0,375.0,721.0,593.0,609.0,610.0,529.0,804.0,88.0,573.0
311,37.3728454,128.4052788,242.0,275.0,454.0,453.0,150.0,748.0,633.0,631.0,443.0,698.0,1094.0,944.0,195.0,457.0,637.0,632.0,,,,,,,,,,,,
312,37.6361022,128.3700029,508.0,798.0,400.0,479.0,478.0,512.0,378.0,517.0,803.0,458.0,424.0,498.0,325.0,465.0,387.0,509.0,524.0,553.0,578.0,554.0,,,,,,,,
313,37.6110372,128.0775996,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,37.3675393,128.1159262,401.0,345.0,492.0,506.0,148.0,49.0,394.0,103.0,158.0,502.0,462.0,131.0,228.0,1075.0,461.0,634.0,374.0,495.0,,,,,,,,,,
315,37.6192937,127.5376046,19.0,183.0,294.0,295.0,426.0,830.0,840.0,986.0,867.0,1017.0,985.0,817.0,1085.0,,,,,,,,,,,,,,,
316,37.6622733,128.5594295,472.0,742.0,,,,,,,,,,,,,,,,,,,,,,,,,,
317,37.4515774,127.654413,12.0,69.0,139.0,7.0,683.0,758.0,496.0,649.0,1080.0,13.0,,,,,,,,,,,,,,,,,,
318,38.0834935,128.4610259,441.0,452.0,256.0,1076.0,76.0,,,,,,,,,,,,,,,,,,,,,,,
319,37.6784735,127.9151229,972.0,1003.0,130.0,611.0,17.0,,,,,,,,,,,,,,,,,,,,,,,
320,36.3735292,128.9007835,349.0,187.0,727.0,728.0,1001.0,121.0,,,,,,,,,,,,,,,,,,,,,,
321,36.5211412,128.555425,871.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,34.7040567,127.1445908,1012.0,327.0,323.0,283.0,188.0,207.0,282.0,118.0,278.0,340.0,341.0,342.0,162.0,739.0,279.0,353.0,563.0,362.0,288.0,232.0,233.0,166.0,,,,,,
323,34.7040567,127.1445908,1012.0,327.0,283.0,188.0,207.0,282.0,118.0,278.0,340.0,341.0,342.0,162.0,739.0,279.0,353.0,563.0,362.0,288.0,232.0,233.0,166.0,322.0,,,,,,
324,38.1453645,128.1335981,80.0,82.0,2.0,371.0,599.0,768.0,785.0,1100.0,1104.0,1105.0,1106.0,1115.0,1119.0,1148.0,555.0,1015.0,469.0,1156.0,164.0,271.0,497.0,,,,,,,
325,37.6361022,128.3700029,508.0,798.0,400.0,479.0,478.0,512.0,378.0,517.0,803.0,458.0,424.0,498.0,465.0,387.0,312.0,509.0,524.0,553.0,578.0,554.0,,,,,,,,
326,35.0160601,127.0127779,536.0,550.0,981.0,146.0,145.0,402.0,,,,,,,,,,,,,,,,,,,,,,
327,34.7040567,127.1445908,1012.0,323.0,283.0,188.0,207.0,282.0,118.0,278.0,340.0,341.0,342.0,162.0,739.0,279.0,353.0,563.0,362.0,288.0,232.0,233.0,166.0,322.0,,,,,,
328,37.5558764,127.5817911,287.0,364.0,429.0,423.0,422.0,329.0,220.0,186.0,330.0,421.0,15.0,247.0,884.0,,,,,,,,,,,,,,,
329,37.5306149,127.5850392,287.0,1123.0,1122.0,364.0,328.0,429.0,423.0,422.0,220.0,186.0,330.0,421.0,381.0,1036.0,,,,,,,,,,,,,,
330,37.5306149,127.5850392,287.0,1123.0,1122.0,364.0,328.0,429.0,423.0,422.0,329.0,220.0,186.0,421.0,381.0,1036.0,,,,,,,,,,,,,,
331,34.4668234,126.8357079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,37.7120915,127.7440552,132.0,237.0,252.0,487.0,602.0,613.0,790.0,475.0,629.0,,,,,,,,,,,,,,,,,,,
333,36.630742,128.9132417,64.0,170.0,255.0,91.0,572.0,1004.0,,,,,,,,,,,,,,,,,,,,,,
334,37.5307719,128.7275235,126.0,136.0,367.0,802.0,66.0,,,,,,,,,,,,,,,,,,,,,,,
335,37.0565536,128.7909086,10.0,54.0,50.0,20.0,350.0,375.0,593.0,609.0,610.0,529.0,804.0,573.0,,,,,,,,,,,,,,,,
336,36.5789495,128.7192854,1146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,34.7015684,127.0514942,366.0,396.0,427.0,388.0,373.0,525.0,303.0,567.0,,,,,,,,,,,,,,,,,,,,
338,35.1849378,127.3547925,533.0,1153.0,274.0,307.0,616.0,500.0,217.0,510.0,565.0,564.0,,,,,,,,,,,,,,,,,,
339,35.0117982,126.8818047,923.0,958.0,851.0,,,,,,,,,,,,,,,,,,,,,,,,,
340,34.7026119,127.1659258,1012.0,327.0,323.0,283.0,188.0,207.0,282.0,118.0,278.0,341.0,342.0,162.0,739.0,279.0,353.0,563.0,362.0,288.0,232.0,233.0,166.0,322.0,,,,,,
341,34.7026119,127.1659258,1012.0,327.0,323.0,283.0,188.0,207.0,282.0,118.0,278.0,340.0,342.0,162.0,739.0,279.0,353.0,563.0,362.0,288.0,232.0,233.0,166.0,322.0,,,,,,
342,34.7026119,127.1659258,1012.0,327.0,323.0,283.0,188.0,207.0,282.0,118.0,278.0,340.0,341.0,162.0,739.0,279.0,353.0,563.0,362.0,288.0,232.0,233.0,166.0,322.0,,,,,,
343,37.1922511,128.8706731,106.0,97.0,1056.0,276.0,,,,,,,,,,,,,,,,,,,,,,,,
344,37.2764225,127.355345,900.0,876.0,,,,,,,,,,,,,,,,,,,,,,,,,,
345,37.3675393,128.1159262,401.0,314.0,492.0,506.0,148.0,49.0,394.0,103.0,158.0,502.0,462.0,131.0,228.0,1075.0,461.0,634.0,374.0,495.0,,,,,,,,,,
346,35.7397064,127.1401714,662.0,729.0,859.0,436.0,185.0,557.0,769.0,,,,,,,,,,,,,,,,,,,,,
347,37.8303719,127.8955118,845.0,827.0,384.0,386.0,385.0,236.0,240.0,654.0,881.0,942.0,8.0,949.0,30.0,239.0,,,,,,,,,,,,,,
348,36.9448146,128.9381286,753.0,558.0,568.0,178.0,102.0,926.0,674.0,,,,,,,,,,,,,,,,,,,,,
349,36.3735292,128.9007835,187.0,727.0,728.0,1001.0,121.0,320.0,,,,,,,,,,,,,,,,,,,,,,
350,37.017043,128.8162766,10.0,54.0,50.0,20.0,1062.0,25.0,690.0,521.0,571.0,408.0,407.0,310.0,552.0,61.0,587.0,375.0,721.0,593.0,609.0,610.0,529.0,804.0,88.0,335.0,573.0,,,
351,37.3437715,127.1194183,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,35.1749839,126.5409272,175.0,281.0,,,,,,,,,,,,,,,,,,,,,,,,,,
353,34.7026119,127.1659258,1012.0,327.0,323.0,283.0,188.0,207.0,282.0,118.0,278.0,340.0,341.0,342.0,162.0,739.0,279.0,563.0,362.0,288.0,232.0,233.0,166.0,322.0,,,,,,
354,36.4518737,129.4294626,526.0,445.0,447.0,810.0,,,,,,,,,,,,,,,,,,,,,,,,
355,37.7770615,128.0156889,1032.0,943.0,504.0,947.0,257.0,159.0,248.0,,,,,,,,,,,,,,,,,,,,,
356,37.6011843,128.2265769,238.0,975.0,305.0,152.0,112.0,988.0,,,,,,,,,,,,,,,,,,,,,,
357,36.7047911,128.8286576,71.0,586.0,882.0,226.0,669.0,,,,,,,,,,,,,,,,,,,,,,,
358,36.8744093,128.8887244,1054.0,1069.0,147.0,1016.0,267.0,,,,,,,,,,,,,,,,,,,,,,,
359,36.6932767,128.7045904,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,34.5278304,126.8366131,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,36.9694817,128.7708492,142.0,837.0,846.0,672.0,70.0,689.0,954.0,,,,,,,,,,,,,,,,,,,,,
362,34.7128412,127.1870253,1012.0,327.0,323.0,283.0,188.0,207.0,282.0,118.0,278.0,340.0,341.0,342.0,162.0,739.0,279.0,353.0,563.0,288.0,232.0,233.0,166.0,322.0,,,,,,
363,37.9529831,128.1965588,251.0,172.0,234.0,235.0,291.0,,,,,,,,,,,,,,,,,,,,,,,
364,37.5558764,127.5817911,287.0,328.0,429.0,423.0,422.0,329.0,220.0,186.0,330.0,421.0,15.0,247.0,884.0,,,,,,,,,,,,,,,
365,36.0302856,127.9284691,834.0,382.0,787.0,501.0,430.0,431.0,,,,,,,,,,,,,,,,,,,,,,
366,34.7015684,127.0514942,396.0,427.0,388.0,373.0,525.0,303.0,567.0,337.0,,,,,,,,,,,,,,,,,,,,
367,37.5019304,128.7080385,126.0,136.0,802.0,66.0,334.0,,,,,,,,,,,,,,,,,,,,,,,
368,37.753529,127.6204995,784.0,829.0,,,,,,,,,,,,,,,,,,,,,,,,,,
369,37.763285,127.5286119,807.0,380.0,1118.0,296.0,,,,,,,,,,,,,,,,,,,,,,,,
370,37.6139354,128.1511451,238.0,112.0,1082.0,,,,,,,,,,,,,,,,,,,,,,,,,
371,38.1453645,128.1335981,324.0,80.0,82.0,2.0,599.0,768.0,785.0,1100.0,1104.0,1105.0,1106.0,1115.0,1119.0,1148.0,555.0,1015.0,469.0,1156.0,164.0,271.0,497.0,,,,,,,
372,35.6030592,127.596053,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,34.7015684,127.0514942,366.0,396.0,427.0,388.0,525.0,303.0,567.0,337.0,,,,,,,,,,,,,,,,,,,,
374,37.4048732,128.1453026,401.0,314.0,345.0,264.0,395.0,492.0,506.0,148.0,411.0,480.0,394.0,502.0,462.0,131.0,228.0,461.0,634.0,495.0,,,,,,,,,,
375,37.017043,128.8162766,10.0,54.0,50.0,20.0,1062.0,25.0,690.0,521.0,571.0,408.0,407.0,310.0,552.0,350.0,61.0,587.0,721.0,593.0,609.0,610.0,529.0,804.0,88.0,335.0,573.0,,,
376,37.2082712,129.2480702,618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,36.6178391,127.60997,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,37.6118996,128.3758853,194.0,508.0,798.0,512.0,517.0,803.0,325.0,312.0,509.0,,,,,,,,,,,,,,,,,,,
379,35.0987453,126.6155714,646.0,608.0,627.0,523.0,,,,,,,,,,,,,,,,,,,,,,,,
380,37.763285,127.5286119,807.0,1118.0,296.0,369.0,,,,,,,,,,,,,,,,,,,,,,,,
381,37.5107169,127.6332539,287.0,1123.0,1122.0,422.0,329.0,330.0,421.0,1036.0,1031.0,,,,,,,,,,,,,,,,,,,
382,36.0302856,127.9284691,834.0,787.0,501.0,365.0,430.0,431.0,,,,,,,,,,,,,,,,,,,,,,
383,36.8006931,127.1224079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,37.7803639,127.9135629,964.0,845.0,827.0,386.0,385.0,347.0,30.0,,,,,,,,,,,,,,,,,,,,,
385,37.7803639,127.9135629,964.0,845.0,827.0,384.0,386.0,347.0,30.0,,,,,,,,,,,,,,,,,,,,,
386,37.7803639,127.9135629,964.0,845.0,827.0,384.0,385.0,347.0,30.0,,,,,,,,,,,,,,,,,,,,,
387,37.6644484,128.4015336,400.0,479.0,478.0,512.0,803.0,458.0,424.0,498.0,325.0,465.0,312.0,509.0,524.0,553.0,578.0,554.0,,,,,,,,,,,,
388,34.7015684,127.0514942,366.0,396.0,427.0,373.0,525.0,303.0,567.0,337.0,,,,,,,,,,,,,,,,,,,,
389,36.372711,127.1396642,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,38.2264721,128.2324778,419.0,250.0,1147.0,499.0,,,,,,,,,,,,,,,,,,,,,,,,
391,37.2919744,128.7445776,886.0,915.0,476.0,125.0,270.0,122.0,128.0,530.0,756.0,,,,,,,,,,,,,,,,,,,
392,35.2714721,127.8166414,263.0,420.0,484.0,483.0,532.0,,,,,,,,,,,,,,,,,,,,,,,
393,37.539564,128.1012695,412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,37.4048732,128.1453026,401.0,314.0,345.0,264.0,395.0,492.0,506.0,148.0,411.0,480.0,502.0,462.0,131.0,228.0,461.0,634.0,374.0,495.0,,,,,,,,,,
395,37.4351307,128.1088047,264.0,506.0,62.0,148.0,411.0,480.0,394.0,502.0,462.0,131.0,228.0,503.0,461.0,505.0,635.0,24.0,41.0,42.0,634.0,374.0,495.0,,,,,,,
396,34.7015684,127.0514942,366.0,427.0,388.0,373.0,525.0,303.0,567.0,337.0,,,,,,,,,,,,,,,,,,,,
397,35.1378377,128.5161745,437.0,535.0,,,,,,,,,,,,,,,,,,,,,,,,,,
398,35.123976,128.805758,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,35.1183254,128.5820345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,37.6644484,128.4015336,479.0,478.0,512.0,803.0,458.0,424.0,498.0,325.0,465.0,387.0,312.0,509.0,524.0,553.0,578.0,554.0,,,,,,,,,,,,
401,37.3675393,128.1159262,314.0,345.0,492.0,506.0,148.0,49.0,394.0,103.0,158.0,502.0,462.0,131.0,228.0,1075.0,461.0,634.0,374.0,495.0,,,,,,,,,,
402,35.0389006,126.9988465,981.0,326.0,146.0,145.0,,,,,,,,,,,,,,,,,,,,,,,,
403,37.9429407,127.4806675,73.0,46.0,149.0,31.0,202.0,203.0,439.0,716.0,744.0,815.0,919.0,920.0,939.0,940.0,,,,,,,,,,,,,,
404,34.9918255,127.1324743,286.0,1035.0,549.0,405.0,922.0,536.0,550.0,540.0,538.0,,,,,,,,,,,,,,,,,,,
