index,Latitude,Longitude,nearby_idx_1,nearby_idx_2,nearby_idx_3,nearby_idx_4,nearby_idx_5,nearby_idx_6,nearby_idx_7,nearby_idx_8,nearby_idx_9,nearby_idx_10,nearby_idx_11,nearby_idx_12,nearby_idx_13,nearby_idx_14,nearby_idx_15,nearby_idx_16,nearby_idx_17,nearby_idx_18,nearby_idx_19,nearby_idx_20,nearby_idx_21,nearby_idx_22,nearby_idx_23,nearby_idx_24,nearby_idx_25,nearby_idx_26,nearby_idx_27,nearby_idx_28
38,36.6496554,128.7873596,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,38.0412339,127.0393313,1125.0,1007.0,,,,,,,,,,,,,,,,,,,,,,,,,,
40,36.0053204,129.0451342,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,37.4615935,128.153439,264.0,395.0,62.0,411.0,480.0,607.0,531.0,569.0,459.0,503.0,505.0,635.0,24.0,42.0,542.0,,,,,,,,,,,,,
42,37.4615935,128.153439,264.0,395.0,62.0,411.0,480.0,607.0,531.0,569.0,459.0,503.0,505.0,635.0,24.0,41.0,542.0,,,,,,,,,,,,,
43,36.2945638,129.0464878,99.0,639.0,18.0,1090.0,,,,,,,,,,,,,,,,,,,,,,,,
44,37.8140141,128.1452309,913.0,514.0,946.0,57.0,58.0,133.0,200.0,413.0,1073.0,,,,,,,,,,,,,,,,,,,
45,36.3321473,128.8067483,11.0,180.0,660.0,847.0,1040.0,26.0,205.0,230.0,213.0,681.0,121.0,679.0,262.0,29.0,,,,,,,,,,,,,,
46,37.9429407,127.4806675,73.0,149.0,31.0,202.0,203.0,403.0,439.0,716.0,744.0,815.0,919.0,920.0,939.0,940.0,,,,,,,,,,,,,,
47,38.0019958,128.6187189,930.0,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,
48,37.2458153,128.045615,718.0,912.0,705.0,898.0,925.0,37.0,924.0,,,,,,,,,,,,,,,,,,,,,
49,37.348768,128.1604644,401.0,314.0,345.0,492.0,103.0,158.0,1075.0,,,,,,,,,,,,,,,,,,,,,
50,37.017043,128.8162766,10.0,54.0,20.0,1062.0,25.0,690.0,521.0,571.0,408.0,407.0,310.0,552.0,350.0,61.0,587.0,375.0,721.0,593.0,609.0,610.0,529.0,804.0,88.0,335.0,573.0,,,
51,36.6932767,128.7045904,359.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,35.61436,127.2851097,671.0,644.0,658.0,676.0,,,,,,,,,,,,,,,,,,,,,,,,
53,36.6190338,127.5915186,377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,37.017043,128.8162766,10.0,50.0,20.0,1062.0,25.0,690.0,521.0,571.0,408.0,407.0,310.0,552.0,350.0,61.0,587.0,375.0,721.0,593.0,609.0,610.0,529.0,804.0,88.0,335.0,573.0,,,
55,36.6966455,128.969731,170.0,255.0,265.0,595.0,619.0,673.0,,,,,,,,,,,,,,,,,,,,,,
56,36.9796571,128.3675653,184.0,189.0,726.0,,,,,,,,,,,,,,,,,,,,,,,,,
57,37.8140141,128.1452309,913.0,514.0,946.0,44.0,58.0,133.0,200.0,413.0,1073.0,,,,,,,,,,,,,,,,,,,
58,37.8140141,128.1452309,913.0,514.0,946.0,44.0,57.0,133.0,200.0,413.0,1073.0,,,,,,,,,,,,,,,,,,,
59,37.694464,128.2708307,541.0,899.0,273.0,765.0,,,,,,,,,,,,,,,,,,,,,,,,
60,37.6644632,127.6998828,929.0,973.0,254.0,253.0,935.0,95.0,799.0,1002.0,1099.0,,,,,,,,,,,,,,,,,,,
61,36.9786453,128.85124,10.0,753.0,558.0,568.0,54.0,102.0,50.0,20.0,1062.0,25.0,690.0,521.0,571.0,408.0,407.0,310.0,552.0,350.0,587.0,375.0,721.0,593.0,609.0,610.0,529.0,804.0,88.0,573.0
62,37.4615935,128.153439,264.0,395.0,411.0,480.0,607.0,531.0,569.0,459.0,503.0,505.0,635.0,24.0,41.0,42.0,542.0,,,,,,,,,,,,,
63,37.3644088,127.1154987,351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,36.630742,128.9132417,333.0,170.0,255.0,91.0,572.0,1004.0,,,,,,,,,,,,,,,,,,,,,,
65,37.4250014,128.2967109,116.0,123.0,32.0,991.0,1055.0,89.0,74.0,,,,,,,,,,,,,,,,,,,,,
66,37.5307719,128.7275235,126.0,136.0,367.0,802.0,334.0,,,,,,,,,,,,,,,,,,,,,,,
67,38.1219556,128.3101926,456.0,470.0,983.0,984.0,,,,,,,,,,,,,,,,,,,,,,,,
68,37.7267059,126.9116461,285.0,623.0,206.0,901.0,,,,,,,,,,,,,,,,,,,,,,,,
69,37.4515774,127.654413,12.0,139.0,317.0,7.0,683.0,758.0,496.0,649.0,1080.0,13.0,,,,,,,,,,,,,,,,,,
70,36.9395486,128.7902001,142.0,837.0,361.0,846.0,672.0,689.0,954.0,1047.0,,,,,,,,,,,,,,,,,,,,
71,36.7047911,128.8286576,586.0,882.0,226.0,357.0,669.0,,,,,,,,,,,,,,,,,,,,,,,
72,35.3241616,128.4270594,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,37.9429407,127.4806675,46.0,149.0,31.0,202.0,203.0,403.0,439.0,716.0,744.0,815.0,919.0,920.0,939.0,940.0,,,,,,,,,,,,,,
74,37.4250014,128.2967109,116.0,123.0,32.0,991.0,1055.0,65.0,89.0,,,,,,,,,,,,,,,,,,,,,
75,37.5048669,128.4671105,719.0,773.0,767.0,,,,,,,,,,,,,,,,,,,,,,,,,
76,38.0807,128.5240511,441.0,318.0,452.0,256.0,995.0,1076.0,227.0,1041.0,,,,,,,,,,,,,,,,,,,,
77,37.0603106,128.3768758,117.0,151.0,160.0,83.0,489.0,,,,,,,,,,,,,,,,,,,,,,,
78,37.1278328,128.1395824,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,36.4785066,129.1679121,210.0,218.0,418.0,135.0,591.0,547.0,546.0,101.0,14.0,3.0,,,,,,,,,,,,,,,,,,
80,38.1453645,128.1335981,324.0,82.0,2.0,371.0,599.0,768.0,785.0,1100.0,1104.0,1105.0,1106.0,1115.0,1119.0,1148.0,555.0,1015.0,469.0,1156.0,164.0,271.0,497.0,,,,,,,
81,38.0466608,128.3851271,588.0,583.0,579.0,863.0,601.0,1137.0,590.0,199.0,513.0,511.0,598.0,,,,,,,,,,,,,,,,,
82,38.1453645,128.1335981,324.0,80.0,2.0,371.0,599.0,768.0,785.0,1100.0,1104.0,1105.0,1106.0,1115.0,1119.0,1148.0,555.0,1015.0,469.0,1156.0,164.0,271.0,497.0,,,,,,,
83,37.0603106,128.3768758,117.0,151.0,160.0,77.0,489.0,,,,,,,,,,,,,,,,,,,,,,,
84,37.1278328,128.1395824,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,37.4094445,127.0721126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,36.7900282,128.8422727,110.0,1083.0,763.0,722.0,,,,,,,,,,,,,,,,,,,,,,,,
87,35.9213983,129.1566704,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,37.0186463,128.8734902,10.0,753.0,558.0,568.0,54.0,102.0,50.0,20.0,1062.0,25.0,690.0,521.0,571.0,408.0,407.0,310.0,552.0,350.0,61.0,587.0,375.0,721.0,593.0,609.0,610.0,529.0,804.0,573.0
89,37.4250014,128.2967109,116.0,123.0,32.0,991.0,1055.0,65.0,74.0,,,,,,,,,,,,,,,,,,,,,
90,37.5207478,127.506135,259.0,113.0,1110.0,23.0,169.0,440.0,685.0,720.0,696.0,732.0,760.0,,,,,,,,,,,,,,,,,
91,36.6583598,128.8915154,64.0,333.0,170.0,255.0,572.0,1004.0,,,,,,,,,,,,,,,,,,,,,,
92,37.6760295,128.0480344,741.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,37.4684441,128.2208537,607.0,531.0,569.0,459.0,94.0,542.0,868.0,,,,,,,,,,,,,,,,,,,,,
94,37.4684441,128.2208537,607.0,531.0,569.0,459.0,93.0,542.0,868.0,,,,,,,,,,,,,,,,,,,,,
95,37.6324523,127.7520913,1091.0,606.0,973.0,254.0,620.0,617.0,1092.0,253.0,935.0,448.0,60.0,799.0,1002.0,1099.0,,,,,,,,,,,,,,
96,37.7772913,127.4542677,724.0,932.0,641.0,670.0,,,,,,,,,,,,,,,,,,,,,,,,
97,37.1516128,128.8448938,343.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,38.2198155,127.7724077,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,36.3098164,129.0140533,639.0,43.0,18.0,1090.0,,,,,,,,,,,,,,,,,,,,,,,,
100,36.2136951,129.0125484,537.0,594.0,596.0,,,,,,,,,,,,,,,,,,,,,,,,,
101,36.4762887,129.1340697,79.0,210.0,218.0,140.0,174.0,418.0,135.0,591.0,27.0,547.0,546.0,14.0,3.0,,,,,,,,,,,,,,,
102,36.9781712,128.9144704,753.0,558.0,568.0,348.0,1062.0,25.0,690.0,521.0,571.0,926.0,794.0,309.0,466.0,299.0,408.0,266.0,407.0,310.0,298.0,520.0,134.0,1124.0,552.0,61.0,587.0,28.0,721.0,88.0
103,37.348768,128.1604644,401.0,314.0,345.0,492.0,49.0,158.0,1075.0,,,,,,,,,,,,,,,,,,,,,
104,37.5570387,128.1853633,969.0,238.0,112.0,,,,,,,,,,,,,,,,,,,,,,,,,
105,36.8621052,127.0313115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,37.2220583,128.8218722,343.0,915.0,548.0,1056.0,276.0,,,,,,,,,,,,,,,,,,,,,,,
107,36.7551344,128.1698493,33.0,154.0,156.0,,,,,,,,,,,,,,,,,,,,,,,,,
108,34.8171423,127.1199466,1129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,37.8932509,127.8039512,654.0,8.0,111.0,874.0,,,,,,,,,,,,,,,,,,,,,,,,
110,36.8004842,128.7944095,86.0,1083.0,763.0,722.0,,,,,,,,,,,,,,,,,,,,,,,,
111,37.8932509,127.8039512,654.0,8.0,109.0,874.0,,,,,,,,,,,,,,,,,,,,,,,,
112,37.5933552,128.1664828,104.0,238.0,975.0,305.0,152.0,356.0,370.0,988.0,1082.0,,,,,,,,,,,,,,,,,,,
113,37.5066872,127.4717254,990.0,259.0,1110.0,23.0,169.0,440.0,685.0,720.0,90.0,696.0,732.0,760.0,,,,,,,,,,,,,,,,
114,36.8581851,128.5151227,167.0,168.0,,,,,,,,,,,,,,,,,,,,,,,,,,
115,36.9597995,128.5821026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,37.4250014,128.2967109,123.0,32.0,991.0,1055.0,65.0,89.0,74.0,,,,,,,,,,,,,,,,,,,,,
117,37.0603106,128.3768758,151.0,160.0,77.0,83.0,489.0,,,,,,,,,,,,,,,,,,,,,,,
118,34.7326998,127.1538776,1012.0,327.0,323.0,283.0,188.0,207.0,282.0,278.0,340.0,341.0,342.0,162.0,739.0,279.0,353.0,563.0,362.0,288.0,232.0,233.0,166.0,322.0,,,,,,
119,35.5798635,127.1981911,828.0,759.0,243.0,853.0,656.0,,,,,,,,,,,,,,,,,,,,,,,
120,36.0555481,128.2571982,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,36.3667465,128.8419833,180.0,660.0,847.0,1040.0,26.0,45.0,205.0,212.0,349.0,665.0,230.0,213.0,728.0,681.0,1001.0,223.0,679.0,262.0,320.0,,,,,,,,,
122,37.2534286,128.726245,163.0,886.0,915.0,476.0,125.0,270.0,128.0,391.0,530.0,756.0,,,,,,,,,,,,,,,,,,
123,37.4250014,128.2967109,116.0,32.0,991.0,1055.0,65.0,89.0,74.0,,,,,,,,,,,,,,,,,,,,,
124,35.9213983,129.1566704,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,37.2534286,128.726245,163.0,886.0,915.0,476.0,270.0,122.0,128.0,391.0,530.0,756.0,,,,,,,,,,,,,,,,,,
126,37.5019304,128.7080385,136.0,367.0,802.0,66.0,334.0,,,,,,,,,,,,,,,,,,,,,,,
127,34.8114222,126.9428825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,37.2534286,128.726245,163.0,886.0,915.0,476.0,125.0,270.0,122.0,391.0,530.0,756.0,,,,,,,,,,,,,,,,,,
129,37.4146192,128.8668205,308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,37.7014855,127.8674722,319.0,1003.0,611.0,866.0,17.0,,,,,,,,,,,,,,,,,,,,,,,
131,37.4048732,128.1453026,401.0,314.0,345.0,264.0,395.0,492.0,506.0,148.0,411.0,480.0,394.0,502.0,462.0,228.0,461.0,634.0,374.0,495.0,,,,,,,,,,
132,37.7120915,127.7440552,237.0,252.0,332.0,487.0,602.0,613.0,790.0,475.0,629.0,,,,,,,,,,,,,,,,,,,
133,37.8140141,128.1452309,913.0,514.0,946.0,44.0,57.0,58.0,200.0,413.0,1073.0,,,,,,,,,,,,,,,,,,,
134,37.0060873,128.9653695,753.0,558.0,568.0,102.0,794.0,309.0,466.0,299.0,266.0,298.0,520.0,1124.0,28.0,,,,,,,,,,,,,,,
135,36.4785066,129.1679121,79.0,210.0,218.0,418.0,591.0,547.0,546.0,101.0,14.0,3.0,,,,,,,,,,,,,,,,,,
136,37.5019304,128.7080385,126.0,367.0,802.0,66.0,334.0,,,,,,,,,,,,,,,,,,,,,,,
137,36.4571359,129.3230741,417.0,224.0,1143.0,35.0,34.0,,,,,,,,,,,,,,,,,,,,,,,
138,37.3873252,128.6859393,694.0,723.0,,,,,,,,,,,,,,,,,,,,,,,,,,
139,37.4515774,127.654413,12.0,69.0,317.0,7.0,683.0,758.0,496.0,649.0,1080.0,13.0,,,,,,,,,,,,,,,,,,
140,36.5095472,129.0923238,1112.0,174.0,27.0,546.0,101.0,,,,,,,,,,,,,,,,,,,,,,,
141,35.2075729,128.3702795,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,36.9395486,128.7902001,837.0,361.0,846.0,672.0,70.0,689.0,954.0,1047.0,,,,,,,,,,,,,,,,,,,,
143,35.0286639,126.7526792,1154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,37.2597658,128.8729253,277.0,548.0,,,,,,,,,,,,,,,,,,,,,,,,,,
145,35.0160601,127.0127779,536.0,550.0,981.0,326.0,146.0,402.0,,,,,,,,,,,,,,,,,,,,,,
146,35.0160601,127.0127779,536.0,550.0,981.0,326.0,145.0,402.0,,,,,,,,,,,,,,,,,,,,,,
147,36.8561157,128.8395425,1047.0,358.0,1016.0,,,,,,,,,,,,,,,,,,,,,,,,,
148,37.4048732,128.1453026,401.0,314.0,345.0,264.0,395.0,492.0,506.0,411.0,480.0,394.0,502.0,462.0,131.0,228.0,461.0,634.0,374.0,495.0,,,,,,,,,,
149,37.9429407,127.4806675,73.0,46.0,31.0,202.0,203.0,403.0,439.0,716.0,744.0,815.0,919.0,920.0,939.0,940.0,,,,,,,,,,,,,,
150,37.3852166,128.3913906,242.0,275.0,454.0,453.0,311.0,748.0,171.0,633.0,173.0,631.0,443.0,698.0,1094.0,944.0,195.0,457.0,637.0,632.0,,,,,,,,,,
151,37.0603106,128.3768758,117.0,160.0,77.0,83.0,489.0,,,,,,,,,,,,,,,,,,,,,,,
152,37.6011843,128.2265769,238.0,975.0,305.0,356.0,112.0,988.0,,,,,,,,,,,,,,,,,,,,,,
153,37.9831858,127.7035317,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,36.7551344,128.1698493,33.0,107.0,156.0,,,,,,,,,,,,,,,,,,,,,,,,,
155,38.1886627,128.3651816,1074.0,869.0,1014.0,,,,,,,,,,,,,,,,,,,,,,,,,
156,36.7551344,128.1698493,33.0,107.0,154.0,,,,,,,,,,,,,,,,,,,,,,,,,
157,37.8107051,128.2724166,778.0,955.0,,,,,,,,,,,,,,,,,,,,,,,,,,
158,37.348768,128.1604644,401.0,314.0,345.0,492.0,49.0,103.0,1075.0,,,,,,,,,,,,,,,,,,,,,
159,37.8173563,128.0004157,504.0,947.0,257.0,355.0,881.0,949.0,248.0,239.0,,,,,,,,,,,,,,,,,,,,
160,37.0603106,128.3768758,117.0,151.0,77.0,83.0,489.0,,,,,,,,,,,,,,,,,,,,,,,
161,36.7877626,129.2030091,1077.0,781.0,406.0,1158.0,0.0,21.0,4.0,,,,,,,,,,,,,,,,,,,,,
162,34.7128412,127.1870253,1012.0,327.0,323.0,283.0,188.0,207.0,282.0,118.0,278.0,340.0,341.0,342.0,739.0,279.0,353.0,563.0,362.0,288.0,232.0,233.0,166.0,322.0,,,,,,
163,37.25075,128.6692609,181.0,886.0,476.0,125.0,270.0,122.0,128.0,530.0,756.0,,,,,,,,,,,,,,,,,,,
164,38.1681838,128.1786506,324.0,80.0,82.0,2.0,371.0,599.0,768.0,785.0,1100.0,1104.0,1105.0,1106.0,1115.0,1119.0,1148.0,555.0,250.0,1015.0,469.0,1156.0,1147.0,271.0,497.0,499.0,,,,
165,37.3909559,127.8008094,231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,34.7168052,127.1320597,1012.0,327.0,323.0,283.0,188.0,207.0,282.0,118.0,278.0,340.0,341.0,342.0,162.0,739.0,279.0,353.0,563.0,362.0,288.0,232.0,233.0,322.0,,,,,,
167,36.8428925,128.5079335,114.0,168.0,,,,,,,,,,,,,,,,,,,,,,,,,,
168,36.8581851,128.5151227,114.0,167.0,,,,,,,,,,,,,,,,,,,,,,,,,,
169,37.497971,127.5050639,259.0,113.0,1110.0,23.0,440.0,685.0,720.0,90.0,696.0,732.0,760.0,,,,,,,,,,,,,,,,,
170,36.6536828,128.9347622,64.0,333.0,255.0,91.0,572.0,1004.0,55.0,265.0,595.0,619.0,673.0,,,,,,,,,,,,,,,,,
171,37.4358067,128.3992554,453.0,150.0,173.0,,,,,,,,,,,,,,,,,,,,,,,,,
172,37.9529831,128.1965588,251.0,234.0,235.0,291.0,363.0,,,,,,,,,,,,,,,,,,,,,,,
173,37.4358067,128.3992554,453.0,150.0,171.0,,,,,,,,,,,,,,,,,,,,,,,,,
174,36.5095472,129.0923238,1112.0,140.0,27.0,546.0,101.0,,,,,,,,,,,,,,,,,,,,,,,
175,35.1414667,126.5323581,646.0,281.0,352.0,,,,,,,,,,,,,,,,,,,,,,,,,
176,38.0019958,128.6187189,930.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,
177,35.8869663,127.8205443,190.0,191.0,,,,,,,,,,,,,,,,,,,,,,,,,,
178,36.9256095,128.9603713,348.0,926.0,674.0,,,,,,,,,,,,,,,,,,,,,,,,,
179,37.5631941,128.3127372,518.0,493.0,244.0,268.0,269.0,425.0,455.0,762.0,194.0,798.0,517.0,,,,,,,,,,,,,,,,,
180,36.3321473,128.8067483,11.0,660.0,847.0,1040.0,26.0,45.0,205.0,230.0,213.0,681.0,121.0,679.0,262.0,29.0,,,,,,,,,,,,,,
181,37.2237462,128.6427344,163.0,193.0,,,,,,,,,,,,,,,,,,,,,,,,,,
182,38.1700928,127.7093384,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,37.5893415,127.4947634,19.0,294.0,295.0,426.0,830.0,840.0,986.0,315.0,,,,,,,,,,,,,,,,,,,,
184,36.9796571,128.3675653,56.0,189.0,726.0,,,,,,,,,,,,,,,,,,,,,,,,,
185,35.7070291,127.1532238,346.0,729.0,859.0,436.0,557.0,,,,,,,,,,,,,,,,,,,,,,,
186,37.5558764,127.5817911,287.0,364.0,328.0,429.0,423.0,422.0,329.0,220.0,330.0,421.0,15.0,247.0,884.0,,,,,,,,,,,,,,,
187,36.3351104,128.9174135,212.0,349.0,727.0,728.0,1001.0,223.0,320.0,,,,,,,,,,,,,,,,,,,,,
188,34.7040567,127.1445908,1012.0,327.0,323.0,283.0,207.0,282.0,118.0,278.0,340.0,341.0,342.0,162.0,739.0,279.0,353.0,563.0,362.0,288.0,232.0,233.0,166.0,322.0,,,,,,
189,36.9796571,128.3675653,56.0,184.0,726.0,,,,,,,,,,,,,,,,,,,,,,,,,
190,35.8869663,127.8205443,191.0,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,
191,35.8869663,127.8205443,190.0,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,
192,37.7979718,126.3953013,1005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,37.1919741,128.5989961,181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,37.5690079,128.3547193,518.0,179.0,493.0,244.0,268.0,269.0,425.0,455.0,762.0,508.0,798.0,378.0,517.0,,,,,,,,,,,,,,,
195,37.3628576,128.4182448,242.0,275.0,454.0,453.0,311.0,150.0,748.0,633.0,631.0,443.0,698.0,1094.0,944.0,457.0,637.0,632.0,,,,,,,,,,,,
196,38.0087006,128.1617215,951.0,463.0,293.0,5.0,1000.0,16.0,,,,,,,,,,,,,,,,,,,,,,
197,37.6147161,127.8863288,766.0,950.0,890.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,
198,37.9993658,128.3250403,1136.0,433.0,1046.0,1095.0,1107.0,,,,,,,,,,,,,,,,,,,,,,,
199,38.0466608,128.3851271,588.0,583.0,579.0,863.0,601.0,81.0,1137.0,590.0,513.0,511.0,598.0,,,,,,,,,,,,,,,,,
200,37.8140141,128.1452309,913.0,514.0,946.0,44.0,57.0,58.0,133.0,413.0,1073.0,,,,,,,,,,,,,,,,,,,
201,37.3411588,126.7220994,246.0,219.0,,,,,,,,,,,,,,,,,,,,,,,,,,
202,37.9429407,127.4806675,73.0,46.0,149.0,31.0,203.0,403.0,439.0,716.0,744.0,815.0,919.0,920.0,939.0,940.0,,,,,,,,,,,,,,
203,37.9429407,127.4806675,73.0,46.0,149.0,31.0,202.0,403.0,439.0,716.0,744.0,815.0,919.0,920.0,939.0,940.0,,,,,,,,,,,,,,
204,35.5646226,127.1343061,828.0,243.0,853.0,656.0,731.0,,,,,,,,,,,,,,,,,,,,,,,
