"analysis_population","response","likelihood_poisson","likelihood_negative_binomial","fixed_effects","neighbor_definition","isolated_site_handling","spatial_model","backend","chains","iter","warmup","seed_poisson","seed_negative_binomial"
"SBV occurrence-recorded sites only (발생두수 > 0)","발생두수","Poisson truncated below or equal to 0 via brms trunc(lb=0)","Negative binomial truncated below or equal to 0 via brms trunc(lb=0)","species * (mean_temp_z + sum_sun_z + ratio_sun_z + sum_rain_z + forest_z + agri_z + water_z)","0 < distance <= 6000 m in EPSG:5181","Only sites with zero neighbors under 6 km were linked to their nearest positive-distance site; n=146","brms exact sparse CAR (escar)","rstan",4,2000,1000,20260721,20260722
