"variable","center","scale"
"mean_temp",24.84376,1.39195225753968
"sum_sun",218.051573333333,21.6245839540354
"ratio_sun",50.2063093333333,5.00287196553386
"sum_rain",88.3897333333333,21.0753929477349
"forest",0.810884720734707,0.130117679767756
"agri",0.141850112349722,0.0925093493149726
"water",0.0149635688305664,0.0213490657729376
