variable,n,mean,sd,min,median,max,pearson_r,pearson_p,spearman_rho,spearman_p
mean_temp,222,25.60735735735736,0.8957645287258826,21.966666666666665,25.733333333333334,26.966666666666665,-0.25305182154156325,1.3822615967705522e-4,-0.38329849295217827,3.507478612376423e-9
sum_sun,222,227.43588588588588,18.19738262857906,167.7,232.53333333333333,257.4,-0.2560291341817901,1.1445461013170322e-4,-0.3783083742629329,5.790641415630016e-9
ratio_sun,222,52.50575075075075,4.085877000311702,38.29333333333334,53.553333333333335,59.49333333333333,-0.27975253133826705,2.3427048816032364e-5,-0.3901203647344092,1.7432678480900253e-9
sum_rain,222,93.93258258258258,19.907670350905924,36.666666666666664,93.25,167.6,-0.15465140626834722,0.021159207266277645,-0.11476775405309919,0.08801010425977589
forest,29,0.35403217534680514,0.1595624273665286,0.1388888888888889,0.31246458923512743,0.6611843575418995,0.043712163277743674,0.8218625129919744,0.09035079029052513,0.6411388928483583
agri,29,0.013681242818159009,0.03864652931725556,0,1.1386927806877705e-4,0.19976038842297747,-0.06808571784526103,0.7256390759363541,-0.19913745794231474,0.30037240656166997
urban,29,0.5514615717198948,0.14146316498829697,0.23320670391061454,0.5556346261373456,0.8332834480694402,0.029528523830331336,0.8791442226169185,0.045175395145262566,0.8159986983027935
water,29,0.04169041852519011,0.055093676355315736,0,0.0095856524427953,0.1915942452347915,-0.11207499395677448,0.5627088126002973,0,1
