Latitude,Longitude,축종,발생두수,ID,nearby_1,nearby_2,nearby_3,nearby_4,nearby_5,nearby_6,nearby_7,nearby_8,nearby_9,nearby_10,nearby_11,nearby_12,nearby_13,nearby_14,nearby_15,nearby_16,nearby_17,nearby_18,nearby_19,nearby_20,nearby_21,nearby_22,nearby_23,nearby_24,nearby_25,nearby_26,nearby_27,nearby_28,nearby_29,nearby_30,nearby_31,nearby_32,nearby_33,nearby_34,nearby_35,nearby_36,nearby_37,nearby_38,nearby_39,nearby_40,nearby_41,nearby_42,nearby_43,nearby_44,nearby_45,nearby_46,nearby_47,nearby_48,nearby_49,nearby_50,nearby_51,nearby_52,nearby_53,nearby_54,nearby_55,nearby_56,nearby_57,nearby_58,nearby_59,nearby_60,nearby_61,nearby_62,nearby_63,nearby_64,nearby_65,nearby_66,nearby_67,nearby_68,nearby_69,nearby_70,nearby_71,nearby_72,nearby_73,nearby_74,nearby_75,nearby_76,nearby_77,nearby_78,nearby_79,nearby_80,nearby_81,nearby_82,nearby_83,nearby_84,nearby_85,nearby_86,nearby_87,nearby_88,nearby_89,nearby_90,nearby_91,nearby_92,nearby_93,nearby_94,nearby_95,nearby_96
37.9529831,128.1965588,벌-재래종,4,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9529831,128.1965588,벌-재래종,1,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.8059381,127.8497773,벌-재래종,4,5250,398.0,5250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.7120915,127.7440552,벌-재래종,4,4340,4340.0,6623.0,7130.0,8554.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.5933552,128.1664828,벌-재래종,3,7107,7109.0,4319.0,7107.0,8547.0,4320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.8228476,127.9549594,벌-재래종,7,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.8059381,127.8497773,벌-재래종,1,5250,398.0,5250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.6899474,127.3178602,벌-재래종,6,6774,3961.0,6772.0,6774.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.3728454,128.4052788,벌-재래종,2,6574,3598.0,6574.0,7671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.6019213,127.1434343,벌-재래종,23,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.5631941,128.3127372,벌-재래종,2,7097,2668.0,1129.0,7692.0,6021.0,6603.0,8207.0,2296.0,4307.0,8607.0,7097.0,670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.4439909,126.5877817,벌-재래종,1,7417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.3411588,126.7220994,벌-재래종,1,7675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.5710458,127.6416006,벌-재래종,9,2299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.8173563,128.0004157,벌-재래종,3,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.7410335,128.0839616,벌-재래종,1,6639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.1922602,128.1994956,벌-재래종,3,2347,1202.0,6699.0,6147.0,7231.0,2347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9478221,128.142228,벌-재래종,1,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.7120915,127.7440552,벌-재래종,1,4340,4340.0,6623.0,7130.0,8554.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.6518777,127.74339,벌-재래종,20,1141,5218.0,380.0,7117.0,2301.0,3120.0,1141.0,3121.0,6045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.6324523,127.7520913,벌-재래종,5,1141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.6536828,128.9347622,벌-재래종,1,3440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0834935,128.4610259,벌-재래종,6,2725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.7953885,128.0466435,벌-재래종,3,6639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.4405188,127.8508915,벌-재래종,51,4246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.5066872,127.4717254,벌-재래종,2,1450,8537.0,1450.0,3739.0,7090.0,1107.0,1808.0,5590.0,5992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.5988084,127.3825703,벌-재래종,50,8383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.50515,128.6013888,벌-재래종,3,2654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.3321473,128.8067483,벌-재래종,6,2535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.2714721,127.8166414,벌-재래종,2,6733,560.0,1994.0,2825.0,5675.0,7869.0,8753.0,3914.0,6733.0,559.0,3912.0,8587.0,1993.0,2472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.4351307,128.1088047,벌-재래종,3,6584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.6966455,128.969731,벌-재래종,1,8855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0060873,128.9653695,벌-재래종,1,1707,942.0,6944.0,8076.0,7601.0,4136.0,6467.0,3004.0,5832.0,5005.0,1707.0,2562.0,3484.0,8595.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.9225591,128.8623667,벌-재래종,1,1705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.5631941,128.3127372,벌-재래종,1,7097,2668.0,1129.0,7692.0,6021.0,6603.0,8207.0,2296.0,4307.0,8607.0,7097.0,670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.5631941,128.3127372,벌-재래종,1,7097,2668.0,1129.0,7692.0,6021.0,6603.0,8207.0,2296.0,4307.0,8607.0,7097.0,670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.2534286,128.726245,벌-재래종,4,1760,317.0,2603.0,1040.0,5927.0,636.0,3066.0,7272.0,8143.0,7016.0,1760.0,4217.0,7644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.1681838,128.1786506,벌-재래종,5,6151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.6990304,127.590711,벌-재래종,18,3965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.7356068,128.2378592,벌-재래종,4,3666,1836.0,3666.0,4363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.2202574,127.3881185,벌-재래종,1,6728,7459.0,8356.0,6728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.3728454,128.4052788,벌-재래종,27,6574,3598.0,6574.0,7671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.2220583,128.8218722,벌-재래종,5,7650,639.0,2226.0,4219.0,2607.0,5126.0,6542.0,8147.0,5933.0,7024.0,7650.0,1768.0,1773.0,643.0,2617.0,4238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.2597658,128.8729253,벌-재래종,15,6549,7650.0,1773.0,643.0,2617.0,4238.0,7032.0,5946.0,6549.0,7656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.7026119,127.1659258,벌-재래종,1,1474,2786.0,1474.0,2415.0,5649.0,1953.0,4527.0,27.0,4681.0,1238.0,3850.0,8691.0,7798.0,6209.0,5374.0,3260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.7026119,127.1659258,벌-재래종,1,1474,2786.0,1474.0,2415.0,5649.0,1953.0,4527.0,27.0,4681.0,1238.0,3850.0,8691.0,7798.0,6209.0,5374.0,3260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.4608019,127.4680798,벌-재래종,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.1749839,126.5409272,벌-재래종,3,469,7458.0,1989.0,2822.0,1991.0,3907.0,7852.0,5403.0,5400.0,2824.0,72.0,469.0,4733.0,2818.0,6253.0,7854.0,1985.0,69.0,1984.0,4734.0,1990.0,68.0,1983.0,5401.0,7849.0,1988.0,2821.0,6727.0,71.0,1518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.7026119,127.1659258,벌-재래종,1,1474,2786.0,1474.0,2415.0,5649.0,1953.0,4527.0,27.0,4681.0,1238.0,3850.0,8691.0,7798.0,6209.0,5374.0,3260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.7026119,127.1659258,벌-재래종,1,1474,2786.0,1474.0,2415.0,5649.0,1953.0,4527.0,27.0,4681.0,1238.0,3850.0,8691.0,7798.0,6209.0,5374.0,3260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.6544392,128.7821778,벌-재래종,1,6616,7106.0,7704.0,2677.0,7102.0,7695.0,6616.0,6033.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.7267059,126.9116461,벌-재래종,1,5246,4350.0,3139.0,6071.0,7139.0,5246.0,1843.0,6629.0,8558.0,6072.0,7707.0,3664.0,7143.0,7138.0,2690.0,4349.0,5253.0,5614.0,396.0,1841.0,8559.0,4354.0,6070.0,6074.0,683.0,8228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.9730223,127.1427854,벌-재래종,1,8717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.5306149,127.5850392,벌-재래종,3,2273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.7026119,127.1659258,벌-재래종,1,1474,2786.0,1474.0,2415.0,5649.0,1953.0,4527.0,27.0,4681.0,1238.0,3850.0,8691.0,7798.0,6209.0,5374.0,3260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.8867998,128.4910476,벌-재래종,120,5442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.8867998,128.4910476,벌-재래종,120,5442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9529831,128.1965588,벌-재래종,1,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.245738,129.0698695,벌-재래종,3,1416,5128.0,4225.0,1416.0,8513.0,7402.0,527.0,5936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0087006,128.1617215,벌-재래종,4,6131,3716.0,6131.0,3160.0,2336.0,1191.0,5627.0,7730.0,5314.0,2735.0,429.0,7216.0,6688.0,8249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.5893415,127.4947634,벌-재래종,2,4310,7090.0,1438.0,2671.0,3633.0,4305.0,6023.0,2667.0,376.0,2670.0,669.0,6022.0,7099.0,5207.0,6017.0,1128.0,2669.0,1127.0,4310.0,5209.0,1821.0,5210.0,4308.0,8208.0,3632.0,4309.0,8890.0,3634.0,2672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.5893415,127.4947634,벌-재래종,1,4310,7090.0,1438.0,2671.0,3633.0,4305.0,6023.0,2667.0,376.0,2670.0,669.0,6022.0,7099.0,5207.0,6017.0,1128.0,2669.0,1127.0,4310.0,5209.0,1821.0,5210.0,4308.0,8208.0,3632.0,4309.0,8890.0,3634.0,2672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.763285,127.5286119,벌-재래종,10,1156,1854.0,2693.0,689.0,5275.0,6087.0,5277.0,1857.0,1858.0,407.0,6649.0,4378.0,2698.0,3680.0,4377.0,5276.0,7154.0,5266.0,4369.0,7163.0,685.0,6634.0,686.0,400.0,1850.0,1156.0,2691.0,5256.0,4356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.4837622,128.8900474,벌-재래종,1,7397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0060873,128.9653695,벌-재래종,1,1707,942.0,6944.0,8076.0,7601.0,4136.0,6467.0,3004.0,5832.0,5005.0,1707.0,2562.0,3484.0,8595.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0060873,128.9653695,벌-재래종,1,1707,942.0,6944.0,8076.0,7601.0,4136.0,6467.0,3004.0,5832.0,5005.0,1707.0,2562.0,3484.0,8595.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.6648281,127.6731019,벌-재래종,2,6448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.9635809,127.9320017,벌-재래종,5,4143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.3338895,129.1732717,벌-재래종,3,1269,7872.0,2473.0,5685.0,2840.0,3928.0,1269.0,8755.0,787.0,5418.0,2007.0,7319.0,6271.0,1531.0,3312.0,81.0,4752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.7015684,127.0514942,벌-재래종,1,1471,5371.0,24.0,1473.0,3257.0,6204.0,5372.0,1950.0,3845.0,4677.0,1219.0,1234.0,7793.0,2411.0,2783.0,1472.0,2410.0,1235.0,3255.0,1471.0,5647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.50515,128.6013888,벌-재래종,3,2654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.6011843,128.2265769,벌-재래종,1,670,2668.0,1129.0,6036.0,7692.0,6021.0,6603.0,8207.0,2296.0,4307.0,8607.0,7097.0,670.0,8613.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.3645223,129.3873596,벌-재래종,110,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.1849378,127.3547925,벌-재래종,1,65,6250.0,65.0,2454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.4431918,128.8718084,벌-재래종,2,664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0060873,128.9653695,벌-재래종,2,1707,942.0,6944.0,8076.0,7601.0,4136.0,6467.0,3004.0,5832.0,5005.0,1707.0,2562.0,3484.0,8595.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.9786453,128.85124,벌-재래종,2,1705,1705.0,5004.0,6942.0,7598.0,2165.0,942.0,5834.0,8075.0,6944.0,6945.0,944.0,8076.0,7601.0,4136.0,4141.0,606.0,8078.0,6467.0,2168.0,1712.0,1711.0,3486.0,951.0,2170.0,6470.0,5841.0,2563.0,6469.0,1375.0,5836.0,5011.0,5015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.3728454,128.4052788,벌-재래종,2,6574,3598.0,6574.0,7671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.6361022,128.3700029,벌-재래종,1,5633,5633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.6110372,128.0775996,벌-재래종,1,8213,7109.0,4319.0,3640.0,7116.0,3117.0,7107.0,7108.0,8213.0,8547.0,7110.0,5216.0,8549.0,6609.0,4321.0,7699.0,1826.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.3675393,128.1159262,벌-재래종,2,6584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.6192937,127.5376046,벌-재래종,1,2672,1438.0,2671.0,4305.0,6023.0,2667.0,376.0,2670.0,669.0,6022.0,1128.0,2669.0,1127.0,4310.0,5209.0,1821.0,5210.0,4308.0,8208.0,3632.0,8890.0,3634.0,2672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.6622733,128.5594295,벌-재래종,6,7113,4325.0,7113.0,4322.0,2682.0,677.0,8548.0,6041.0,8614.0,1138.0,6040.0,7112.0,6039.0,2681.0,6610.0,2683.0,1140.0,1139.0,2684.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.4515774,127.654413,벌-재래종,4,5986,1089.0,8531.0,6577.0,5171.0,4267.0,5986.0,1793.0,8182.0,7070.0,2261.0,3600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0834935,128.4610259,벌-재래종,12,2725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.6784735,127.9151229,벌-재래종,2,3659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.3735292,128.9007835,벌-재래종,2,7397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.5211412,128.555425,벌-재래종,1,3427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.7040567,127.1445908,벌-재래종,1,1474,2786.0,1474.0,2415.0,5649.0,1953.0,4527.0,27.0,4681.0,1238.0,3850.0,8691.0,7798.0,6209.0,5374.0,3260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.7040567,127.1445908,벌-재래종,1,1474,2786.0,1474.0,2415.0,5649.0,1953.0,4527.0,27.0,4681.0,1238.0,3850.0,8691.0,7798.0,6209.0,5374.0,3260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.1453645,128.1335981,벌-재래종,3,730,729.0,730.0,4447.0,2748.0,2749.0,3163.0,1922.0,7227.0,2345.0,8624.0,4446.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
